date,expiry_date,time,stoploss,strike_price,actual_strike_price,call_start,call_stop,call_stop_time,put_start,put_stop,put_stop_time,net,net_gain,net_loss
01-09-2022,01-09-2022,11:20,0.05,39700,39611.15,109.05,116.4,2022-09-01 11:21:00,224.7,241.75,2022-09-01 11:33:00,-24.40000000000002,,-24.40000000000002
08-09-2022,08-09-2022,11:20,0.05,39900,39899.65,121.55,131.45,2022-09-08 11:22:00,125.75,0.15,2022-09-08 15:20:00,115.7,115.7,
15-09-2022,15-09-2022,11:20,0.05,41300,41237.35,143.0,155.2,2022-09-15 11:23:00,199.85,91.45,2022-09-15 15:20:00,96.2,96.2,
22-09-2022,22-09-2022,11:20,0.05,40700,40698.35,132.0,148.2,2022-09-22 13:34:00,178.05,187.0,2022-09-22 11:27:00,-25.149999999999977,,-25.149999999999977
29-09-2022,29-09-2022,11:20,0.05,37900,37889.85,153.9,0.2,2022-09-29 15:20:00,139.95,151.9,2022-09-29 11:21:00,141.75,141.75,
06-10-2022,06-10-2022,11:20,0.05,39500,39430.9,90.3,98.2,2022-10-06 12:25:00,161.85,173.65,2022-10-06 11:25:00,-19.700000000000017,,-19.700000000000017
13-10-2022,13-10-2022,11:20,0.05,38600,38565.8,131.2,138.85,2022-10-13 11:26:00,162.0,173.45,2022-10-13 11:21:00,-19.099999999999994,,-19.099999999999994
20-10-2022,20-10-2022,11:20,0.05,40000,39904.9,81.55,91.55,2022-10-20 11:24:00,185.85,0.05,2022-10-20 15:20:00,175.79999999999998,175.79999999999998,
27-10-2022,27-10-2022,11:20,0.05,41400,41313.3,69.45,73.35,2022-10-27 11:21:00,160.85,170.6,2022-10-27 11:32:00,-13.649999999999991,,-13.649999999999991
03-11-2022,03-11-2022,11:20,0.05,41500,41434.6,74.4,92.1,2022-11-03 11:21:00,163.95,177.85,2022-11-03 11:34:00,-31.599999999999994,,-31.599999999999994
10-11-2022,10-11-2022,11:20,0.05,41500,41453.15,70.45,75.3,2022-11-10 11:22:00,103.95,112.5,2022-11-10 12:02:00,-13.399999999999991,,-13.399999999999991
17-11-2022,17-11-2022,11:20,0.05,42500,42432.15,50.35,58.7,2022-11-17 11:49:00,111.4,119.55,2022-11-17 11:21:00,-16.499999999999993,,-16.499999999999993
24-11-2022,24-11-2022,11:20,0.05,43000,42979.45,45.55,47.9,2022-11-24 12:13:00,95.3,101.35,2022-11-24 11:28:00,-8.399999999999999,,-8.399999999999999
01-12-2022,01-12-2022,11:20,0.05,43400,43370.05,68.55,72.8,2022-12-01 11:27:00,76.5,83.25,2022-12-01 11:55:00,-11.0,,-11.0
08-12-2022,08-12-2022,11:20,0.05,43500,43417.4,45.3,47.65,2022-12-08 11:24:00,143.1,152.0,2022-12-08 11:55:00,-11.250000000000007,,-11.250000000000007
15-12-2022,15-12-2022,11:20,0.05,44100,44030.95,41.7,0.25,2022-12-15 15:20:00,110.05,117.15,2022-12-15 11:22:00,34.349999999999994,34.349999999999994,
22-12-2022,22-12-2022,11:20,0.05,42600,42565.2,113.65,0.2,2022-12-22 15:20:00,147.4,168.65,2022-12-22 11:22:00,92.2,92.2,
29-12-2022,29-12-2022,11:20,0.05,42600,42578.2,79.2,85.4,2022-12-29 11:30:00,120.45,0.25,2022-12-29 15:20:00,114.0,114.0,
05-01-2023,05-01-2023,11:20,0.05,42800,42773.15,109.1,0.2,2023-01-05 15:20:00,128.1,139.7,2023-01-05 11:21:00,97.3,97.3,
12-01-2023,12-01-2023,11:20,0.05,42000,41971.85,103.2,111.2,2023-01-12 11:31:00,155.1,163.65,2023-01-12 11:21:00,-16.55000000000001,,-16.55000000000001
19-01-2023,19-01-2023,11:20,0.05,42400,42341.0,78.9,83.75,2023-01-19 11:45:00,143.8,169.6,2023-01-19 11:22:00,-30.649999999999977,,-30.649999999999977
25-01-2023,25-01-2023,11:20,0.05,42000,41980.95,106.6,0.25,2023-01-25 15:20:00,109.35,164.45,2023-01-25 11:21:00,51.25,51.25,
25-01-2023,25-01-2023,11:20,0.05,42000,41980.95,106.6,0.25,2023-01-25 15:20:00,109.35,164.45,2023-01-25 11:21:00,51.25,51.25,
02-02-2023,02-02-2023,11:20,0.05,40500,40405.05,190.5,207.3,2023-02-02 11:24:00,243.15,256.85,2023-02-02 11:28:00,-30.50000000000003,,-30.50000000000003
09-02-2023,09-02-2023,11:20,0.05,41400,41387.35,90.3,100.55,2023-02-09 11:21:00,112.25,118.1,2023-02-09 11:45:00,-16.099999999999994,,-16.099999999999994
16-02-2023,16-02-2023,11:20,0.05,41900,41845.9,74.8,0.15,2023-02-16 15:20:00,106.4,112.35,2023-02-16 11:30:00,68.7,68.7,
23-02-2023,23-02-2023,11:20,0.05,39900,39899.5,125.15,148.0,2023-02-23 11:29:00,118.1,126.0,2023-02-23 11:23:00,-30.75,,-30.75
02-03-2023,02-03-2023,11:20,0.05,40700,40613.0,45.5,48.1,2023-03-02 11:42:00,138.15,148.05,2023-03-02 11:22:00,-12.500000000000007,,-12.500000000000007
