date,expiry_date,time,stoploss,strike_price,actual_strike_price,call_start,call_stop,call_stop_time,put_start,put_stop,put_stop_time,net,net_gain,net_loss
01-09-2022,01-09-2022,10:08,0.05,39500,39529.7,214.25,236.6,2022-09-01 10:11:00,175.95,186.25,2022-09-01 10:38:00,-32.650000000000006,,-32.650000000000006
08-09-2022,08-09-2022,10:08,0.05,39900,39917.7,159.6,170.6,2022-09-08 10:15:00,134.15,149.0,2022-09-08 10:45:00,-25.849999999999994,,-25.849999999999994
15-09-2022,15-09-2022,10:08,0.05,41400,41477.4,246.6,260.7,2022-09-15 10:15:00,182.0,207.7,2022-09-15 10:09:00,-39.79999999999998,,-39.79999999999998
22-09-2022,22-09-2022,10:08,0.05,40900,40941.35,193.85,0.2,2022-09-22 15:20:00,172.05,182.45,2022-09-22 10:09:00,183.25000000000003,183.25000000000003,
29-09-2022,29-09-2022,10:08,0.05,38000,38031.4,203.75,214.05,2022-09-29 10:55:00,152.2,172.0,2022-09-29 10:09:00,-30.100000000000023,,-30.100000000000023
06-10-2022,06-10-2022,10:08,0.05,39400,39446.4,182.2,194.8,2022-10-06 10:10:00,117.15,125.65,2022-10-06 10:13:00,-21.100000000000023,,-21.100000000000023
13-10-2022,13-10-2022,10:08,0.05,38800,38851.6,188.35,0.2,2022-10-13 15:20:00,125.35,134.2,2022-10-13 10:09:00,179.3,179.3,
20-10-2022,20-10-2022,10:08,0.05,39900,39985.9,208.6,221.6,2022-10-20 10:14:00,80.6,85.1,2022-10-20 10:10:00,-17.5,,-17.5
27-10-2022,27-10-2022,10:08,0.05,41300,41363.5,150.8,165.6,2022-10-27 10:11:00,102.0,109.35,2022-10-27 10:36:00,-22.149999999999977,,-22.149999999999977
03-11-2022,03-11-2022,10:08,0.05,41200,41256.9,160.1,199.95,2022-11-03 10:09:00,141.05,0.2,2022-11-03 15:20:00,101.00000000000003,101.00000000000003,
10-11-2022,10-11-2022,10:08,0.05,41500,41566.0,121.3,102.4,2022-11-10 15:20:00,74.6,79.3,2022-11-10 10:09:00,14.199999999999989,14.199999999999989,
17-11-2022,17-11-2022,10:08,0.05,42400,42470.7,137.45,150.1,2022-11-17 12:59:00,67.85,71.7,2022-11-17 10:19:00,-16.500000000000014,,-16.500000000000014
24-11-2022,24-11-2022,10:08,0.05,42900,42904.8,86.25,94.6,2022-11-24 10:09:00,69.4,0.2,2022-11-24 15:20:00,60.85000000000001,60.85000000000001,
01-12-2022,01-12-2022,10:08,0.05,43300,43368.15,132.6,142.3,2022-12-01 10:26:00,51.85,55.7,2022-12-01 10:18:00,-13.550000000000018,,-13.550000000000018
08-12-2022,08-12-2022,10:08,0.05,43300,43359.55,120.7,132.05,2022-12-08 10:11:00,84.25,0.2,2022-12-08 15:20:00,72.69999999999999,72.69999999999999,
15-12-2022,15-12-2022,10:08,0.05,44000,44069.25,123.4,0.3,2022-12-15 15:20:00,61.15,65.0,2022-12-15 10:10:00,119.25,119.25,
22-12-2022,22-12-2022,10:08,0.05,42500,42528.95,195.8,211.75,2022-12-22 10:10:00,145.85,164.8,2022-12-22 10:13:00,-34.900000000000006,,-34.900000000000006
29-12-2022,29-12-2022,10:08,0.05,42500,42529.35,125.4,132.9,2022-12-29 10:15:00,108.75,114.9,2022-12-29 10:10:00,-13.650000000000006,,-13.650000000000006
05-01-2023,05-01-2023,10:08,0.05,42700,42780.55,176.75,195.95,2023-01-05 10:11:00,123.4,131.4,2023-01-05 11:25:00,-27.19999999999999,,-27.19999999999999
12-01-2023,12-01-2023,10:08,0.05,42100,42112.3,166.65,1.4,2023-01-12 15:20:00,140.9,148.7,2023-01-12 10:09:00,157.45000000000002,157.45000000000002,
