date,expiry_date,time,profit,strike_price,actual_strike_price,call_start,call_stop,call_profit,call_profit_percent,call_stop_time,put_start,put_stop,put_profit,put_profit_percent,put_stop_time,net,net_gain,net_loss
02-06-2022,02-06-2022,11:35,5.0,35600,35545.7,100.7,122.55,21.849999999999994,21.698113207547163,2022-06-02 12:34:00,164.55,172.95,8.399999999999977,5.104831358249758,2022-06-02 11:41:00,30.24999999999997,30.24999999999997,
09-06-2022,09-06-2022,11:35,5.0,34800,34773.25,108.0,113.7,5.700000000000003,5.27777777777778,2022-06-09 12:25:00,92.95,100.45,7.5,8.068854222700377,2022-06-09 11:37:00,13.200000000000003,13.200000000000003,
16-06-2022,16-06-2022,11:35,5.0,33300,33296.25,141.1,0.15,,,2022-06-16 15:20:00,130.65,143.05,12.400000000000006,9.491006505931884,2022-06-16 11:37:00,-128.54999999999998,,-128.54999999999998
23-06-2022,23-06-2022,11:35,5.0,33400,33309.15,77.25,0.1,,,2022-06-23 15:20:00,186.9,212.4,25.5,13.64365971107544,2022-06-23 11:36:00,-51.650000000000006,,-51.650000000000006
30-06-2022,30-06-2022,11:35,5.0,33500,33442.45,106.05,112.5,6.450000000000003,6.082036775106085,2022-06-30 11:46:00,200.35,210.7,10.349999999999994,5.165959570751183,2022-06-30 11:39:00,16.799999999999997,16.799999999999997,
07-07-2022,07-07-2022,11:35,5.0,34700,34650.75,78.45,86.9,8.450000000000003,10.771191841937542,2022-07-07 11:38:00,150.55,0.2,,,2022-07-07 15:20:00,-141.90000000000003,,-141.90000000000003
14-07-2022,14-07-2022,11:35,5.0,34800,34770.0,99.0,104.45,5.450000000000003,5.505050505050508,2022-07-14 11:36:00,143.4,157.6,14.199999999999989,9.90237099023709,2022-07-14 11:50:00,19.64999999999999,19.64999999999999,
21-07-2022,21-07-2022,11:35,5.0,36300,36247.05,70.6,79.9,9.300000000000011,13.17280453257792,2022-07-21 11:36:00,140.75,150.3,9.550000000000011,6.785079928952051,2022-07-21 13:01:00,18.850000000000023,18.850000000000023,
28-07-2022,28-07-2022,11:35,5.0,37300,37282.05,88.15,92.8,4.6499999999999915,5.275099262620523,2022-07-28 12:07:00,101.2,106.4,5.200000000000003,5.13833992094862,2022-07-28 11:56:00,9.849999999999994,9.849999999999994,
04-08-2022,04-08-2022,11:35,5.0,37600,37516.05,133.75,147.65,13.900000000000006,10.392523364485985,2022-08-04 11:36:00,209.7,238.0,28.30000000000001,13.495469718645692,2022-08-04 11:42:00,42.20000000000002,42.20000000000002,
11-08-2022,11-08-2022,11:35,5.0,38900,38817.35,55.9,59.95,4.050000000000004,7.245080500894462,2022-08-11 11:36:00,157.05,18.55,,,2022-08-11 15:20:00,-134.45,,-134.45
18-08-2022,18-08-2022,11:35,5.0,39500,39415.55,61.95,68.2,6.25,10.088781275221953,2022-08-18 11:36:00,126.75,142.8,16.05000000000001,12.662721893491133,2022-08-18 11:46:00,22.30000000000001,22.30000000000001,
25-08-2022,25-08-2022,11:35,5.0,39300,39245.25,86.4,95.8,9.399999999999991,10.879629629629619,2022-08-25 11:41:00,135.4,157.65,22.25,16.432791728212703,2022-08-25 11:36:00,31.64999999999999,31.64999999999999,
01-09-2022,01-09-2022,11:35,5.0,39600,39550.15,126.6,137.2,10.599999999999994,8.37282780410742,2022-09-01 11:37:00,193.0,203.0,10.0,5.181347150259067,2022-09-01 11:45:00,20.599999999999994,20.599999999999994,
08-09-2022,08-09-2022,11:35,5.0,40000,39941.5,90.25,100.7,10.450000000000003,11.578947368421055,2022-09-08 11:41:00,163.35,0.3,,,2022-09-08 15:20:00,-152.59999999999997,,-152.59999999999997
