date,expiry_date,time,profit,strike_price,actual_strike_price,call_start,call_stop,call_profit,call_profit_percent,call_stop_time,put_start,put_stop,put_profit,put_profit_percent,put_stop_time,net,net_gain,net_loss
02-06-2022,02-06-2022,10:45,5.0,35600,35547.3,105.05,122.55,17.5,16.658733936220848,2022-06-02 12:34:00,183.05,202.55,19.5,10.652827096421742,2022-06-02 10:48:00,37.0,37.0,
09-06-2022,09-06-2022,10:45,5.0,34900,34819.95,66.85,72.6,5.75,8.601346297681376,2022-06-09 10:50:00,163.1,173.65,10.550000000000011,6.468424279583084,2022-06-09 10:47:00,16.30000000000001,16.30000000000001,
16-06-2022,16-06-2022,10:45,5.0,33500,33487.05,111.45,119.6,8.149999999999991,7.312696276357103,2022-06-16 10:46:00,150.45,160.6,10.150000000000006,6.746427384513131,2022-06-16 11:06:00,18.299999999999997,18.299999999999997,
23-06-2022,23-06-2022,10:45,5.0,33400,33352.85,102.25,112.45,10.200000000000003,9.975550122249391,2022-06-23 10:46:00,169.65,178.8,9.150000000000006,5.393457117595052,2022-06-23 10:54:00,19.35000000000001,19.35000000000001,
30-06-2022,30-06-2022,10:45,5.0,33500,33467.2,163.1,0.1,,,2022-06-30 15:20:00,155.1,164.45,9.349999999999994,6.028368794326237,2022-06-30 10:46:00,-153.65,,-153.65
07-07-2022,07-07-2022,10:45,5.0,34700,34691.5,120.9,128.35,7.449999999999989,6.1621174524400235,2022-07-07 13:05:00,128.35,138.25,9.900000000000006,7.71328398909233,2022-07-07 10:46:00,17.349999999999994,17.349999999999994,
14-07-2022,14-07-2022,10:45,5.0,34900,34876.6,109.3,131.2,21.89999999999999,20.036596523330278,2022-07-14 10:54:00,139.3,148.6,9.299999999999983,6.676238334529779,2022-07-14 10:46:00,31.199999999999974,31.199999999999974,
21-07-2022,21-07-2022,10:45,5.0,36100,36079.75,106.7,114.2,7.5,7.029053420805997,2022-07-21 10:48:00,118.55,125.8,7.25,6.115563053563897,2022-07-21 11:05:00,14.75,14.75,
28-07-2022,28-07-2022,10:45,5.0,37300,37288.55,95.95,101.6,5.6499999999999915,5.888483585200617,2022-07-28 10:58:00,123.0,131.2,8.199999999999989,6.666666666666657,2022-07-28 10:52:00,13.84999999999998,13.84999999999998,
04-08-2022,04-08-2022,10:45,5.0,38000,37970.7,112.95,124.55,11.599999999999994,10.270030987162455,2022-08-04 10:47:00,127.4,140.75,13.349999999999994,10.478806907378331,2022-08-04 11:01:00,24.94999999999999,24.94999999999999,
