date,expiry_date,time,profit,strike_price,actual_strike_price,call_start,call_stop,call_profit,call_profit_percent,call_stop_time,put_start,put_stop,put_profit,put_profit_percent,put_stop_time,net,net_gain,net_loss
02-06-2022,02-06-2022,12:20,5.0,35600,35510.85,87.2,92.3,5.099999999999994,5.848623853211002,2022-06-02 12:22:00,179.25,200.3,21.05000000000001,11.743375174337524,2022-06-02 13:04:00,26.150000000000006,26.150000000000006,
09-06-2022,09-06-2022,12:20,5.0,34900,34837.05,60.55,64.0,3.450000000000003,5.697770437654836,2022-06-09 12:22:00,144.05,157.45,13.399999999999977,9.302325581395332,2022-06-09 13:04:00,16.84999999999998,16.84999999999998,
16-06-2022,16-06-2022,12:20,5.0,33200,33166.45,106.25,0.2,,,2022-06-16 15:20:00,145.55,160.45,14.899999999999977,10.237031947784251,2022-06-16 12:21:00,-91.15000000000002,,-91.15000000000002
23-06-2022,23-06-2022,12:20,5.0,33200,33119.0,58.15,65.9,7.750000000000007,13.327601031814288,2022-06-23 13:37:00,164.25,208.45,44.19999999999999,26.91019786910197,2022-06-23 12:21:00,51.949999999999996,51.949999999999996,
30-06-2022,30-06-2022,12:20,5.0,33500,33420.85,97.0,134.9,37.900000000000006,39.07216494845361,2022-06-30 12:39:00,202.1,212.55,10.450000000000017,5.170707570509657,2022-06-30 12:22:00,48.35000000000002,48.35000000000002,
07-07-2022,07-07-2022,12:20,5.0,34800,34722.0,63.8,71.0,7.200000000000003,11.285266457680256,2022-07-07 13:00:00,159.35,176.25,16.900000000000006,10.605585189833704,2022-07-07 12:44:00,24.10000000000001,24.10000000000001,
14-07-2022,14-07-2022,12:20,5.0,34800,34766.6,84.35,0.1,,,2022-07-14 15:20:00,130.6,142.85,12.25,9.37978560490046,2022-07-14 12:21:00,-72.0,,-72.0
21-07-2022,21-07-2022,12:20,5.0,36300,36264.2,65.25,72.2,6.950000000000003,10.651340996168587,2022-07-21 12:24:00,140.1,150.3,10.200000000000017,7.280513918629563,2022-07-21 13:01:00,17.15000000000002,17.15000000000002,
28-07-2022,28-07-2022,12:20,5.0,37400,37306.1,50.9,56.65,5.75,11.296660117878194,2022-07-28 12:39:00,146.95,156.55,9.600000000000023,6.532834297380077,2022-07-28 12:22:00,15.350000000000023,15.350000000000023,
04-08-2022,04-08-2022,12:20,5.0,37700,37637.75,93.95,98.7,4.75,5.055880787653007,2022-08-04 12:53:00,133.15,159.6,26.44999999999999,19.864814119414184,2022-08-04 12:21:00,31.19999999999999,31.19999999999999,
11-08-2022,11-08-2022,12:20,5.0,38900,38880.65,75.0,79.3,4.299999999999997,5.73333333333333,2022-08-11 12:21:00,98.55,104.2,5.650000000000006,5.733130390664643,2022-08-11 13:23:00,9.950000000000003,9.950000000000003,
18-08-2022,18-08-2022,12:20,5.0,39400,39374.45,71.0,74.75,3.75,5.28169014084507,2022-08-18 12:21:00,108.65,0.1,,,2022-08-18 15:20:00,-104.80000000000001,,-104.80000000000001
25-08-2022,25-08-2022,12:20,5.0,39500,39419.45,69.2,74.15,4.950000000000003,7.153179190751449,2022-08-25 12:47:00,123.35,133.25,9.900000000000006,8.025942440210788,2022-08-25 12:25:00,14.850000000000009,14.850000000000009,
01-09-2022,01-09-2022,12:20,5.0,39500,39469.6,125.7,135.55,9.850000000000009,7.836117740652354,2022-09-01 12:45:00,174.0,189.0,15.0,8.620689655172415,2022-09-01 12:21:00,24.85000000000001,24.85000000000001,
08-09-2022,08-09-2022,12:20,5.0,40100,40033.0,97.0,106.3,9.299999999999997,9.587628865979378,2022-09-08 12:29:00,165.0,175.7,10.699999999999989,6.484848484848478,2022-09-08 12:22:00,19.999999999999986,19.999999999999986,
15-09-2022,15-09-2022,12:20,5.0,41300,41224.6,99.7,109.95,10.25,10.280842527582749,2022-09-15 12:21:00,171.1,91.45,,,2022-09-15 15:20:00,-69.39999999999999,,-69.39999999999999
22-09-2022,22-09-2022,12:20,5.0,40600,40587.25,119.4,140.2,20.799999999999983,17.420435510887756,2022-09-22 13:17:00,142.6,164.0,21.400000000000006,15.007012622720902,2022-09-22 12:23:00,42.19999999999999,42.19999999999999,
29-09-2022,29-09-2022,12:20,5.0,37800,37763.5,120.75,133.2,12.449999999999989,10.31055900621117,2022-09-29 12:22:00,170.45,198.4,27.950000000000017,16.397770607216202,2022-09-29 12:35:00,40.400000000000006,40.400000000000006,
06-10-2022,06-10-2022,12:20,5.0,39500,39477.65,88.85,98.2,9.350000000000009,10.52335396736073,2022-10-06 12:25:00,134.3,142.7,8.399999999999977,6.254653760238255,2022-10-06 12:23:00,17.749999999999986,17.749999999999986,
13-10-2022,13-10-2022,12:20,5.0,38600,38560.8,107.9,114.35,6.449999999999989,5.977757182576449,2022-10-13 12:21:00,129.65,137.6,7.949999999999989,6.131893559583485,2022-10-13 12:29:00,14.399999999999977,14.399999999999977,
20-10-2022,20-10-2022,12:20,5.0,40000,39929.3,76.9,84.1,7.199999999999989,9.362808842652779,2022-10-20 12:21:00,143.8,0.05,,,2022-10-20 15:20:00,-136.55,,-136.55
27-10-2022,27-10-2022,12:20,5.0,41300,41277.1,73.9,81.6,7.699999999999989,10.419485791610269,2022-10-27 12:36:00,130.35,8.15,,,2022-10-27 15:20:00,-114.5,,-114.5
03-11-2022,03-11-2022,12:20,5.0,41300,41283.85,93.1,100.75,7.650000000000006,8.216970998925893,2022-11-03 12:22:00,118.1,126.0,7.900000000000006,6.68924640135479,2022-11-03 12:55:00,15.550000000000011,15.550000000000011,
