date,expiry_date,time,profit,strike_price,actual_strike_price,call_start,call_stop,call_profit,call_profit_percent,call_stop_time,put_start,put_stop,put_profit,put_profit_percent,put_stop_time,net,net_gain,net_loss
02-06-2022,02-06-2022,12:45,5.0,35500,35530.95,135.5,142.9,7.400000000000006,5.46125461254613,2022-06-02 12:55:00,108.6,119.45,10.850000000000009,9.990791896869252,2022-06-02 13:03:00,18.250000000000014,18.250000000000014,
09-06-2022,09-06-2022,12:45,5.0,34900,34925.9,102.4,124.9,22.5,21.97265625,2022-06-09 15:02:00,79.5,85.35,5.849999999999994,7.358490566037728,2022-06-09 12:47:00,28.349999999999994,28.349999999999994,
16-06-2022,16-06-2022,12:45,5.0,33000,33091.85,156.3,165.0,8.699999999999989,5.566218809980798,2022-06-16 12:50:00,93.3,104.15,10.850000000000009,11.62915326902466,2022-06-16 12:46:00,19.549999999999997,19.549999999999997,
23-06-2022,23-06-2022,12:45,5.0,32900,32959.5,99.7,150.05,50.35000000000001,50.50150451354063,2022-06-23 13:34:00,121.35,139.1,17.75,14.627111660486197,2022-06-23 12:46:00,68.10000000000001,68.10000000000001,
30-06-2022,30-06-2022,12:45,5.0,33300,33394.15,176.75,189.2,12.449999999999989,7.043847241867038,2022-06-30 12:50:00,106.65,0.1,,,2022-06-30 15:20:00,-94.10000000000002,,-94.10000000000002
07-07-2022,07-07-2022,12:45,5.0,34700,34732.1,87.75,92.65,4.900000000000006,5.58404558404559,2022-07-07 12:52:00,103.75,0.2,,,2022-07-07 15:20:00,-98.64999999999999,,-98.64999999999999
14-07-2022,14-07-2022,12:45,5.0,34600,34687.6,161.35,179.05,17.700000000000017,10.96994112178495,2022-07-14 12:46:00,62.0,71.5,9.5,15.32258064516129,2022-07-14 13:21:00,27.200000000000017,27.200000000000017,
21-07-2022,21-07-2022,12:45,5.0,36200,36283.65,124.6,138.9,14.300000000000011,11.476725521669351,2022-07-21 12:51:00,67.25,73.2,5.950000000000003,8.84758364312268,2022-07-21 12:46:00,20.250000000000014,20.250000000000014,
28-07-2022,28-07-2022,12:45,5.0,37300,37332.85,92.9,102.4,9.5,10.22604951560818,2022-07-28 12:51:00,73.9,77.65,3.75,5.074424898511501,2022-07-28 12:54:00,13.25,13.25,
04-08-2022,04-08-2022,12:45,5.0,37600,37634.4,108.8,117.0,8.200000000000003,7.536764705882355,2022-08-04 12:51:00,80.6,89.7,9.100000000000009,11.290322580645173,2022-08-04 12:48:00,17.30000000000001,17.30000000000001,
