date,expiry_date,time,profit,strike_price,actual_strike_price,call_start,call_stop,call_profit,call_profit_percent,call_stop_time,put_start,put_stop,put_profit,put_profit_percent,put_stop_time,net,net_gain,net_loss
02-06-2022,02-06-2022,14:25,5.0,35600,35551.45,56.15,59.15,3.0,5.342831700801425,2022-06-02 14:37:00,102.75,110.6,7.849999999999994,7.639902676399021,2022-06-02 14:26:00,10.849999999999994,10.849999999999994,
09-06-2022,09-06-2022,14:25,5.0,34900,34884.45,47.5,56.25,8.75,18.421052631578945,2022-06-09 14:26:00,58.95,69.0,10.049999999999997,17.04834605597964,2022-06-09 14:36:00,18.799999999999997,18.799999999999997,
16-06-2022,16-06-2022,14:25,5.0,32700,32661.1,60.0,70.15,10.150000000000006,16.91666666666668,2022-06-16 14:26:00,70.0,81.5,11.5,16.428571428571427,2022-06-16 14:35:00,21.650000000000006,21.650000000000006,
23-06-2022,23-06-2022,14:25,5.0,33100,33035.3,29.0,38.8,9.799999999999997,33.79310344827585,2022-06-23 14:29:00,146.35,168.9,22.55000000000001,15.408267851042032,2022-06-23 14:26:00,32.35000000000001,32.35000000000001,
30-06-2022,30-06-2022,14:25,5.0,33600,33513.95,31.1,35.3,4.199999999999996,13.504823151125386,2022-06-30 14:26:00,155.85,164.15,8.300000000000011,5.325633622072513,2022-06-30 14:32:00,12.500000000000007,12.500000000000007,
07-07-2022,07-07-2022,14:25,5.0,34800,34794.35,33.9,35.8,1.8999999999999986,5.604719764011795,2022-07-07 14:26:00,81.0,85.05,4.049999999999997,4.9999999999999964,2022-07-07 14:28:00,5.949999999999996,5.949999999999996,
14-07-2022,14-07-2022,14:25,5.0,34600,34579.8,38.65,53.9,15.25,39.456662354463134,2022-07-14 14:26:00,66.55,0.1,,,2022-07-14 15:20:00,-51.2,,-51.2
21-07-2022,21-07-2022,14:25,5.0,36200,36146.15,26.65,29.45,2.8000000000000007,10.506566604127583,2022-07-21 14:26:00,79.85,4.0,,,2022-07-21 15:20:00,-73.05,,-73.05
28-07-2022,28-07-2022,14:25,5.0,37400,37382.9,40.65,42.95,2.3000000000000043,5.658056580565816,2022-07-28 14:26:00,53.6,65.0,11.399999999999999,21.268656716417908,2022-07-28 14:31:00,13.700000000000003,13.700000000000003,
04-08-2022,04-08-2022,14:25,5.0,37700,37605.05,15.05,15.95,0.8999999999999986,5.980066445182715,2022-08-04 14:31:00,141.25,148.55,7.300000000000011,5.168141592920362,2022-08-04 14:27:00,8.20000000000001,8.20000000000001,
11-08-2022,11-08-2022,14:25,5.0,38900,38881.4,44.95,52.95,8.0,17.797552836484982,2022-08-11 14:28:00,58.2,18.55,,,2022-08-11 15:20:00,-31.650000000000006,,-31.650000000000006
18-08-2022,18-08-2022,14:25,5.0,39600,39553.85,17.7,21.2,3.5,19.774011299435028,2022-08-18 14:26:00,82.2,0.25,,,2022-08-18 15:20:00,-78.45,,-78.45
25-08-2022,25-08-2022,14:25,5.0,39400,39374.8,43.3,0.4,,,2022-08-25 15:20:00,68.95,83.65,14.700000000000003,21.319796954314725,2022-08-25 14:26:00,-28.199999999999996,,-28.199999999999996
01-09-2022,01-09-2022,14:25,5.0,39100,39087.35,94.5,133.55,39.05000000000001,41.32275132275133,2022-09-01 14:26:00,105.0,0.3,,,2022-09-01 15:20:00,-65.64999999999999,,-65.64999999999999
08-09-2022,08-09-2022,14:25,5.0,40200,40147.6,57.0,69.1,12.099999999999994,21.22807017543859,2022-09-08 14:32:00,79.45,1.9,,,2022-09-08 15:20:00,-65.45,,-65.45
15-09-2022,15-09-2022,14:25,5.0,41500,41453.2,44.55,52.35,7.800000000000004,17.50841750841752,2022-09-15 14:37:00,106.25,130.2,23.94999999999999,22.541176470588226,2022-09-15 14:27:00,31.749999999999993,31.749999999999993,
22-09-2022,22-09-2022,14:25,5.0,40900,40873.0,55.2,0.2,,,2022-09-22 15:20:00,107.6,126.7,19.10000000000001,17.750929368029748,2022-09-22 14:27:00,-35.89999999999999,,-35.89999999999999
29-09-2022,29-09-2022,14:25,5.0,37700,37638.45,48.4,62.05,13.649999999999999,28.202479338842974,2022-09-29 14:28:00,119.05,126.5,7.450000000000003,6.257874842503153,2022-09-29 14:26:00,21.1,21.1,
