date,expiry_date,time,profit,strike_price,actual_strike_price,call_start,call_stop,call_profit,call_profit_percent,call_stop_time,put_start,put_stop,put_profit,put_profit_percent,put_stop_time,net,net_gain,net_loss
02-06-2022,02-06-2022,12:00,5.0,35400,35494.35,178.75,193.45,14.699999999999989,8.223776223776218,2022-06-02 12:12:00,84.1,89.55,5.450000000000003,6.480380499405474,2022-06-02 12:01:00,20.14999999999999,20.14999999999999,
09-06-2022,09-06-2022,12:00,5.0,34700,34780.55,153.5,165.55,12.050000000000011,7.850162866449518,2022-06-09 12:08:00,59.5,63.45,3.950000000000003,6.638655462184878,2022-06-09 12:01:00,16.000000000000014,16.000000000000014,
16-06-2022,16-06-2022,12:00,5.0,33100,33144.75,150.65,158.7,8.049999999999983,5.343511450381668,2022-06-16 12:15:00,118.3,139.2,20.89999999999999,17.666948436179197,2022-06-16 12:01:00,28.949999999999974,28.949999999999974,
23-06-2022,23-06-2022,12:00,5.0,33100,33145.65,119.1,126.7,7.6000000000000085,6.381192275398832,2022-06-23 12:01:00,109.4,124.55,15.149999999999991,13.848263254113338,2022-06-23 12:04:00,22.75,22.75,
30-06-2022,30-06-2022,12:00,5.0,33400,33439.6,149.8,186.65,36.849999999999994,24.59946595460614,2022-06-30 12:39:00,145.8,153.9,8.099999999999994,5.555555555555551,2022-06-30 12:06:00,44.94999999999999,44.94999999999999,
07-07-2022,07-07-2022,12:00,5.0,34700,34730.05,114.35,121.15,6.800000000000011,5.946655006558821,2022-07-07 13:04:00,101.0,107.25,6.25,6.188118811881188,2022-07-07 12:05:00,13.050000000000011,13.050000000000011,
14-07-2022,14-07-2022,12:00,5.0,34700,34758.5,128.8,139.45,10.649999999999977,8.268633540372653,2022-07-14 12:18:00,104.35,110.0,5.650000000000006,5.414470531863926,2022-07-14 12:06:00,16.299999999999983,16.299999999999983,
21-07-2022,21-07-2022,12:00,5.0,36200,36274.8,137.35,145.0,7.650000000000006,5.56971241354205,2022-07-21 12:10:00,78.7,84.9,6.200000000000003,7.87801778907243,2022-07-21 12:02:00,13.850000000000009,13.850000000000009,
28-07-2022,28-07-2022,12:00,5.0,37200,37252.7,120.1,128.7,8.599999999999994,7.160699417152369,2022-07-28 12:01:00,74.55,0.15,,,2022-07-28 15:20:00,-65.8,,-65.8
04-08-2022,04-08-2022,12:00,5.0,37500,37547.2,167.05,175.8,8.75,5.2379527087698285,2022-08-04 12:03:00,134.1,0.55,,,2022-08-04 15:20:00,-124.79999999999998,,-124.79999999999998
11-08-2022,11-08-2022,12:00,5.0,38800,38823.1,109.7,122.05,12.349999999999994,11.25797629899726,2022-08-11 12:18:00,71.95,76.4,4.450000000000003,6.184850590687981,2022-08-11 12:05:00,16.799999999999997,16.799999999999997,
18-08-2022,18-08-2022,12:00,5.0,39300,39355.2,119.0,138.35,19.349999999999994,16.260504201680668,2022-08-18 12:06:00,81.9,98.7,16.799999999999997,20.512820512820507,2022-08-18 12:01:00,36.14999999999999,36.14999999999999,
25-08-2022,25-08-2022,12:00,5.0,39300,39392.85,187.15,201.25,14.099999999999994,7.534063585359334,2022-08-25 12:47:00,49.6,55.05,5.449999999999996,10.987903225806443,2022-08-25 12:01:00,19.54999999999999,19.54999999999999,
01-09-2022,01-09-2022,12:00,5.0,39300,39381.95,199.35,256.3,56.95000000000002,28.567845497868085,2022-09-01 12:01:00,137.95,160.6,22.650000000000006,16.41899238854658,2022-09-01 13:00:00,79.60000000000002,79.60000000000002,
08-09-2022,08-09-2022,12:00,5.0,40000,40029.2,157.35,166.15,8.800000000000011,5.592627899586915,2022-09-08 12:35:00,112.5,119.5,7.0,6.222222222222222,2022-09-08 12:07:00,15.800000000000011,15.800000000000011,
15-09-2022,15-09-2022,12:00,5.0,41200,41228.8,149.1,164.15,15.050000000000011,10.093896713615031,2022-09-15 12:01:00,129.55,144.75,15.199999999999989,11.732921651871854,2022-09-15 12:09:00,30.25,30.25,
22-09-2022,22-09-2022,12:00,5.0,40600,40642.4,126.0,140.2,14.199999999999989,11.26984126984126,2022-09-22 13:17:00,139.75,149.85,10.099999999999994,7.227191413237922,2022-09-22 12:01:00,24.299999999999983,24.299999999999983,
29-09-2022,29-09-2022,12:00,5.0,37700,37712.45,155.7,164.75,9.050000000000011,5.812459858702641,2022-09-29 12:01:00,138.75,151.0,12.25,8.82882882882883,2022-09-29 12:38:00,21.30000000000001,21.30000000000001,
06-10-2022,06-10-2022,12:00,5.0,39400,39404.35,106.15,116.8,10.649999999999991,10.032972209138004,2022-10-06 12:04:00,138.1,123.8,,,2022-10-06 15:20:00,-3.6500000000000057,,-3.6500000000000057
13-10-2022,13-10-2022,12:00,5.0,38400,38466.75,156.7,168.65,11.950000000000017,7.626037013401415,2022-10-13 12:03:00,95.05,0.1,,,2022-10-13 15:20:00,-82.99999999999999,,-82.99999999999999
20-10-2022,20-10-2022,12:00,5.0,39900,39963.0,139.4,149.2,9.799999999999983,7.030129124820647,2022-10-20 12:24:00,92.35,103.8,11.450000000000003,12.398484028153767,2022-10-20 12:01:00,21.249999999999986,21.249999999999986,
27-10-2022,27-10-2022,12:00,5.0,41300,41323.8,114.95,126.25,11.299999999999997,9.830361026533273,2022-10-27 12:01:00,91.45,96.35,4.8999999999999915,5.3581191908146435,2022-10-27 12:05:00,16.19999999999999,16.19999999999999,
03-11-2022,03-11-2022,12:00,5.0,41300,41330.6,112.05,123.6,11.549999999999997,10.307898259705487,2022-11-03 12:04:00,105.55,112.0,6.450000000000003,6.110847939365232,2022-11-03 12:08:00,18.0,18.0,
