Unnamed: 0,datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
29114,2022-06-01 15:05:00,NIFTY,NSE,,,,,16464.9,16506.6,16463.8,16498.95,,,29114
29115,2022-06-01 15:10:00,NIFTY,NSE,,,,,16499.1,16523.4,16490.2,16515.25,,,29115
29116,2022-06-01 15:15:00,NIFTY,NSE,,,,,16515.15,16529.9,16513.8,16529.55,,,29116
29117,2022-06-01 15:20:00,NIFTY,NSE,,,,,16530.85,16545.65,16525.9,16543.0,,,29117
29118,2022-06-01 15:25:00,NIFTY,NSE,,,,,16543.15,16545.35,16532.4,16543.3,,,29118
29119,2022-06-01 15:30:00,NIFTY,NSE,,,,,16544.75,16549.8,16538.35,16543.95,,,29119
29120,2022-06-01 15:35:00,NIFTY,NSE,,,,,16543.95,16543.95,16522.75,16522.75,,,29120
29121,2022-06-01 15:40:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29121
29122,2022-06-01 15:45:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29122
29123,2022-06-01 15:50:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29123
29124,2022-06-01 15:55:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29124
29125,2022-06-01 16:00:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29125
29126,2022-06-01 16:05:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29126
29127,2022-06-02 08:00:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29127
29128,2022-06-02 08:05:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29128
29129,2022-06-02 08:10:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29129
29130,2022-06-02 08:15:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29130
29131,2022-06-02 08:20:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29131
29132,2022-06-02 08:25:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29132
29133,2022-06-02 08:30:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29133
29134,2022-06-02 08:35:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29134
29135,2022-06-02 08:40:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29135
29136,2022-06-02 08:45:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29136
29137,2022-06-02 08:50:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29137
29138,2022-06-02 08:55:00,NIFTY,NSE,,,,,16522.75,16522.75,16522.75,16522.75,,,29138
29139,2022-06-02 09:00:00,NIFTY,NSE,,,,,16522.75,16522.75,16156.3,16444.05,,,29139
29140,2022-06-02 09:05:00,NIFTY,NSE,,,,,16443.55,16562.3,16443.55,16514.25,,,29140
29141,2022-06-02 09:10:00,NIFTY,NSE,,,,,16513.65,16513.65,16475.55,16481.65,,,29141
29142,2022-06-02 09:15:00,NIFTY,NSE,,,,,16481.65,16495.9,16469.4,16472.3,,,29142
29143,2022-06-02 09:20:00,NIFTY,NSE,,,,,16470.2,16480.25,16445.2,16461.55,,,29143
29144,2022-06-02 09:25:00,NIFTY,NSE,,,,,16460.95,16493.5,16457.0,16483.1,,,29144
29145,2022-06-02 09:30:00,NIFTY,NSE,,,,,16482.6,16523.85,16480.7,16520.2,,,29145
29146,2022-06-02 09:35:00,NIFTY,NSE,,,,,16519.55,16528.15,16503.4,16507.9,,,29146
29147,2022-06-02 09:40:00,NIFTY,NSE,,,,,16508.0,16508.8,16491.4,16497.75,,,29147
29148,2022-06-02 09:45:00,NIFTY,NSE,,,,,16493.3,16497.6,16483.4,16487.95,,,29148
29149,2022-06-02 09:50:00,NIFTY,NSE,,,,,16487.85,16514.55,16486.4,16511.6,,,29149
29150,2022-06-02 09:55:00,NIFTY,NSE,,,,,16511.95,16517.15,16506.45,16515.55,,,29150
29151,2022-06-02 10:00:00,NIFTY,NSE,,,,,16516.3,16534.6,16516.0,16525.1,,,29151
29152,2022-06-02 10:05:00,NIFTY,NSE,,,,,16524.3,16528.75,16509.0,16517.05,,,29152
29153,2022-06-02 10:10:00,NIFTY,NSE,,,,,16517.1,16533.9,16512.15,16533.9,,,29153
29154,2022-06-02 10:15:00,NIFTY,NSE,,,,,16534.95,16543.9,16529.35,16537.7,,,29154
29155,2022-06-02 10:20:00,NIFTY,NSE,,,,,16537.75,16549.6,16529.7,16539.45,,,29155
29156,2022-06-02 10:25:00,NIFTY,NSE,,,,,16537.9,16540.5,16526.4,16526.7,,,29156
29157,2022-06-02 10:30:00,NIFTY,NSE,,,,,16527.1,16554.45,16518.85,16546.7,,,29157
29158,2022-06-02 10:35:00,NIFTY,NSE,,,,,16546.95,16580.65,16546.55,16574.75,,,29158
29159,2022-06-02 10:40:00,NIFTY,NSE,,,,,16574.65,16585.15,16569.1,16572.6,,,29159
29160,2022-06-02 10:45:00,NIFTY,NSE,,,,,16573.6,16574.55,16543.65,16552.9,,,29160
29161,2022-06-02 10:50:00,NIFTY,NSE,,,,,16553.4,16556.25,16522.65,16526.65,,,29161
29162,2022-06-02 10:55:00,NIFTY,NSE,,,,,16526.55,16527.45,16502.25,16511.8,,,29162
29163,2022-06-02 11:00:00,NIFTY,NSE,,,,,16512.55,16520.45,16511.15,16518.3,,,29163
29164,2022-06-02 11:05:00,NIFTY,NSE,,,,,16517.45,16523.95,16502.15,16507.1,,,29164
29165,2022-06-02 11:10:00,NIFTY,NSE,,,,,16508.2,16513.7,16494.25,16501.1,,,29165
29166,2022-06-02 11:15:00,NIFTY,NSE,,,,,16501.6,16521.35,16500.75,16518.25,,,29166
29167,2022-06-02 11:20:00,NIFTY,NSE,,,,,16518.45,16532.65,16513.35,16513.35,,,29167
29168,2022-06-02 11:25:00,NIFTY,NSE,,,,,16513.6,16529.45,16509.2,16527.25,,,29168
29169,2022-06-02 11:30:00,NIFTY,NSE,,,,,16527.3,16538.2,16516.55,16537.0,,,29169
29170,2022-06-02 11:35:00,NIFTY,NSE,,,,,16535.05,16555.75,16533.8,16546.05,,,29170
29171,2022-06-02 11:40:00,NIFTY,NSE,,,,,16545.45,16562.2,16537.05,16557.05,,,29171
29172,2022-06-02 11:45:00,NIFTY,NSE,,,,,16557.4,16557.4,16545.1,16546.25,,,29172
29173,2022-06-02 11:50:00,NIFTY,NSE,,,,,16546.2,16551.5,16529.55,16545.1,,,29173
29174,2022-06-02 11:55:00,NIFTY,NSE,,,,,16545.65,16559.5,16539.05,16558.5,,,29174
29175,2022-06-02 12:00:00,NIFTY,NSE,,,,,16561.05,16565.65,16549.15,16551.8,,,29175
29176,2022-06-02 12:05:00,NIFTY,NSE,,,,,16553.0,16553.8,16538.35,16545.8,,,29176
29177,2022-06-02 12:10:00,NIFTY,NSE,,,,,16545.45,16552.7,16543.1,16550.65,,,29177
29178,2022-06-02 12:15:00,NIFTY,NSE,,,,,16550.55,16556.1,16546.6,16546.6,,,29178
29179,2022-06-02 12:20:00,NIFTY,NSE,,,,,16548.35,16565.55,16547.6,16563.35,,,29179
29180,2022-06-02 12:25:00,NIFTY,NSE,,,,,16563.55,16574.2,16554.0,16567.65,,,29180
29181,2022-06-02 12:30:00,NIFTY,NSE,,,,,16567.4,16581.6,16563.65,16577.95,,,29181
29182,2022-06-02 12:35:00,NIFTY,NSE,,,,,16577.7,16598.3,16565.95,16592.85,,,29182
29183,2022-06-02 12:40:00,NIFTY,NSE,,,,,16592.5,16592.5,16571.0,16581.45,,,29183
29184,2022-06-02 12:45:00,NIFTY,NSE,,,,,16581.95,16583.6,16569.5,16578.65,,,29184
29185,2022-06-02 12:50:00,NIFTY,NSE,,,,,16577.9,16579.15,16562.0,16566.45,,,29185
29186,2022-06-02 12:55:00,NIFTY,NSE,,,,,16565.75,16576.7,16564.25,16573.35,,,29186
29187,2022-06-02 13:00:00,NIFTY,NSE,,,,,16573.55,16591.95,16573.25,16586.65,,,29187
29188,2022-06-02 13:05:00,NIFTY,NSE,,,,,16586.8,16592.7,16563.95,16566.9,,,29188
29189,2022-06-02 13:10:00,NIFTY,NSE,,,,,16567.05,16578.55,16560.55,16574.45,,,29189
29190,2022-06-02 13:15:00,NIFTY,NSE,,,,,16574.4,16575.5,16564.35,16574.6,,,29190
29191,2022-06-02 13:20:00,NIFTY,NSE,,,,,16575.25,16575.65,16546.9,16546.9,,,29191
29192,2022-06-02 13:25:00,NIFTY,NSE,,,,,16546.8,16568.4,16546.2,16567.0,,,29192
29193,2022-06-02 13:30:00,NIFTY,NSE,,,,,16566.8,16573.35,16559.3,16570.8,,,29193
29194,2022-06-02 13:35:00,NIFTY,NSE,,,,,16570.9,16588.05,16556.0,16581.4,,,29194
29195,2022-06-02 13:40:00,NIFTY,NSE,,,,,16582.2,16583.65,16565.85,16572.05,,,29195
29196,2022-06-02 13:45:00,NIFTY,NSE,,,,,16572.5,16607.35,16572.5,16604.75,,,29196
29197,2022-06-02 13:50:00,NIFTY,NSE,,,,,16602.5,16621.4,16597.45,16616.4,,,29197
29198,2022-06-02 13:55:00,NIFTY,NSE,,,,,16617.0,16619.5,16591.0,16607.9,,,29198
29199,2022-06-02 14:00:00,NIFTY,NSE,,,,,16607.65,16617.15,16605.75,16610.7,,,29199
29200,2022-06-02 14:05:00,NIFTY,NSE,,,,,16609.35,16630.0,16606.4,16626.05,,,29200
29201,2022-06-02 14:10:00,NIFTY,NSE,,,,,16625.5,16625.5,16609.3,16609.3,,,29201
29202,2022-06-02 14:15:00,NIFTY,NSE,,,,,16609.35,16627.8,16607.2,16626.9,,,29202
29203,2022-06-02 14:20:00,NIFTY,NSE,,,,,16627.45,16637.6,16627.2,16629.85,,,29203
29204,2022-06-02 14:25:00,NIFTY,NSE,,,,,16629.75,16629.75,16617.75,16618.15,,,29204
29205,2022-06-02 14:30:00,NIFTY,NSE,,,,,16617.9,16620.4,16608.05,16612.35,,,29205
29206,2022-06-02 14:35:00,NIFTY,NSE,,,,,16612.25,16620.1,16609.2,16613.55,,,29206
29207,2022-06-02 14:40:00,NIFTY,NSE,,,,,16613.35,16634.55,16612.55,16633.6,,,29207
29208,2022-06-02 14:45:00,NIFTY,NSE,,,,,16633.35,16635.5,16617.4,16617.4,,,29208
29209,2022-06-02 14:50:00,NIFTY,NSE,,,,,16617.5,16630.35,16615.9,16627.15,,,29209
29210,2022-06-02 14:55:00,NIFTY,NSE,,,,,16626.65,16631.5,16620.85,16631.35,,,29210
29211,2022-06-02 15:00:00,NIFTY,NSE,,,,,16632.45,16645.75,16628.95,16628.95,,,29211
29212,2022-06-02 15:05:00,NIFTY,NSE,,,,,16628.4,16628.4,16596.05,16609.5,,,29212
29213,2022-06-02 15:10:00,NIFTY,NSE,,,,,16609.3,16625.8,16609.3,16622.45,,,29213
29214,2022-06-02 15:15:00,NIFTY,NSE,,,,,16622.7,16640.1,16622.2,16632.6,,,29214
29215,2022-06-02 15:20:00,NIFTY,NSE,,,,,16633.5,16641.2,16627.25,16632.6,,,29215
29216,2022-06-02 15:25:00,NIFTY,NSE,,,,,16633.25,16640.6,16631.25,16633.25,,,29216
29217,2022-06-02 15:30:00,NIFTY,NSE,,,,,16633.9,16639.9,16629.1,16638.8,,,29217
29218,2022-06-02 15:35:00,NIFTY,NSE,,,,,16638.8,16638.8,16628.0,16628.0,,,29218
29219,2022-06-02 15:40:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29219
29220,2022-06-02 15:45:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29220
29221,2022-06-02 15:50:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29221
29222,2022-06-02 15:55:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29222
29223,2022-06-02 16:00:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29223
29224,2022-06-02 16:05:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29224
29225,2022-06-03 07:35:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29225
29226,2022-06-03 07:40:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29226
29227,2022-06-03 07:45:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29227
29228,2022-06-03 07:50:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29228
29229,2022-06-03 07:55:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29229
29230,2022-06-03 08:00:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29230
29231,2022-06-03 08:05:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29231
29232,2022-06-03 08:10:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29232
29233,2022-06-03 08:15:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29233
29234,2022-06-03 08:20:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29234
29235,2022-06-03 08:25:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29235
29236,2022-06-03 08:30:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29236
29237,2022-06-03 08:35:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29237
29238,2022-06-03 08:40:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29238
29239,2022-06-03 08:45:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29239
29240,2022-06-03 08:50:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29240
29241,2022-06-03 08:55:00,NIFTY,NSE,,,,,16628.0,16628.0,16628.0,16628.0,,,29241
29242,2022-06-03 09:00:00,NIFTY,NSE,,,,,16628.0,16628.0,16197.35,16479.9,,,29242
29243,2022-06-03 09:05:00,NIFTY,NSE,,,,,16453.55,16711.4,16438.35,16710.9,,,29243
29244,2022-06-03 09:10:00,NIFTY,NSE,,,,,16711.2,16772.6,16708.35,16761.65,,,29244
29245,2022-06-03 09:15:00,NIFTY,NSE,,,,,16761.65,16778.25,16758.9,16778.25,,,29245
29246,2022-06-03 09:20:00,NIFTY,NSE,,,,,16774.9,16786.0,16766.5,16777.25,,,29246
29247,2022-06-03 09:25:00,NIFTY,NSE,,,,,16777.45,16781.85,16766.65,16777.3,,,29247
29248,2022-06-03 09:30:00,NIFTY,NSE,,,,,16776.55,16793.25,16760.95,16779.45,,,29248
29249,2022-06-03 09:35:00,NIFTY,NSE,,,,,16779.7,16779.7,16754.0,16759.05,,,29249
29250,2022-06-03 09:40:00,NIFTY,NSE,,,,,16759.65,16770.95,16751.3,16760.8,,,29250
29251,2022-06-03 09:45:00,NIFTY,NSE,,,,,16760.5,16772.95,16760.15,16763.65,,,29251
29252,2022-06-03 09:50:00,NIFTY,NSE,,,,,16764.35,16779.6,16759.7,16770.35,,,29252
29253,2022-06-03 09:55:00,NIFTY,NSE,,,,,16771.25,16777.35,16765.3,16775.5,,,29253
29254,2022-06-03 10:00:00,NIFTY,NSE,,,,,16776.1,16776.95,16761.7,16775.5,,,29254
29255,2022-06-03 10:05:00,NIFTY,NSE,,,,,16775.1,16783.6,16759.7,16761.5,,,29255
29256,2022-06-03 10:10:00,NIFTY,NSE,,,,,16761.7,16769.85,16754.9,16757.05,,,29256
29257,2022-06-03 10:15:00,NIFTY,NSE,,,,,16757.25,16761.05,16744.7,16752.8,,,29257
29258,2022-06-03 10:20:00,NIFTY,NSE,,,,,16752.55,16754.25,16736.75,16746.25,,,29258
29259,2022-06-03 10:25:00,NIFTY,NSE,,,,,16745.8,16757.05,16743.5,16749.15,,,29259
29260,2022-06-03 10:30:00,NIFTY,NSE,,,,,16749.0,16751.5,16734.1,16734.1,,,29260
29261,2022-06-03 10:35:00,NIFTY,NSE,,,,,16732.95,16741.85,16728.75,16739.7,,,29261
29262,2022-06-03 10:40:00,NIFTY,NSE,,,,,16740.0,16751.2,16730.9,16732.55,,,29262
29263,2022-06-03 10:45:00,NIFTY,NSE,,,,,16732.1,16736.75,16717.9,16718.8,,,29263
29264,2022-06-03 10:50:00,NIFTY,NSE,,,,,16718.9,16728.15,16711.1,16728.15,,,29264
29265,2022-06-03 10:55:00,NIFTY,NSE,,,,,16728.35,16732.65,16721.0,16730.4,,,29265
29266,2022-06-03 11:00:00,NIFTY,NSE,,,,,16730.65,16742.05,16727.45,16742.05,,,29266
29267,2022-06-03 11:05:00,NIFTY,NSE,,,,,16742.45,16746.55,16723.3,16725.7,,,29267
29268,2022-06-03 11:10:00,NIFTY,NSE,,,,,16725.7,16737.9,16718.4,16734.3,,,29268
29269,2022-06-03 11:15:00,NIFTY,NSE,,,,,16734.15,16740.55,16730.0,16731.4,,,29269
29270,2022-06-03 11:20:00,NIFTY,NSE,,,,,16731.7,16733.4,16725.35,16727.35,,,29270
29271,2022-06-03 11:25:00,NIFTY,NSE,,,,,16726.95,16732.5,16723.4,16732.5,,,29271
29272,2022-06-03 11:30:00,NIFTY,NSE,,,,,16732.35,16739.3,16729.8,16739.3,,,29272
29273,2022-06-03 11:35:00,NIFTY,NSE,,,,,16739.9,16748.05,16737.25,16741.25,,,29273
29274,2022-06-03 11:40:00,NIFTY,NSE,,,,,16740.9,16749.25,16735.25,16738.5,,,29274
29275,2022-06-03 11:45:00,NIFTY,NSE,,,,,16738.25,16757.5,16737.2,16757.5,,,29275
29276,2022-06-03 11:50:00,NIFTY,NSE,,,,,16757.35,16760.55,16752.15,16758.6,,,29276
