date,token,stoploss,max_order,net_P&L,time,SP_1,SP_time_1,CE_sell_1,PE_sell_1,CE_buy_1,PE_buy_1,start_time_CE_1,start_time_PE_1,end_time_CE_1,end_time_PE_1,SP_2,SP_time_2,CE_sell_2,PE_sell_2,CE_buy_2,PE_buy_2,start_time_CE_2,start_time_PE_2,end_time_CE_2,end_time_PE_2,SP_3,SP_time_3,CE_sell_3,PE_sell_3,CE_buy_3,PE_buy_3,start_time_CE_3,start_time_PE_3,end_time_CE_3,end_time_PE_3,SP_4,SP_time_4,CE_sell_4,PE_sell_4,CE_buy_4,PE_buy_4,start_time_CE_4,start_time_PE_4,end_time_CE_4,end_time_PE_4,SP_5,SP_time_5,CE_sell_5,PE_sell_5,CE_buy_5,PE_buy_5,start_time_CE_5,start_time_PE_5,end_time_CE_5,end_time_PE_5,SP_6,SP_time_6,CE_sell_6,PE_sell_6,CE_buy_6,PE_buy_6,start_time_CE_6,start_time_PE_6,end_time_CE_6,end_time_PE_6,SP_7,SP_time_7,CE_sell_7,PE_sell_7,CE_buy_7,PE_buy_7,start_time_CE_7,start_time_PE_7,end_time_CE_7,end_time_PE_7,SP_8,SP_time_8,CE_sell_8,PE_sell_8,CE_buy_8,PE_buy_8,start_time_CE_8,start_time_PE_8,end_time_CE_8,end_time_PE_8,SP_9,SP_time_9,CE_sell_9,PE_sell_9,CE_buy_9,PE_buy_9,start_time_CE_9,start_time_PE_9,end_time_CE_9,end_time_PE_9,SP_10,SP_time_10,CE_sell_10,PE_sell_10,CE_buy_10,PE_buy_10,start_time_CE_10,start_time_PE_10,end_time_CE_10,end_time_PE_10
2021-10-21,BNF,0.7,3,70.1,1.326012372970581,39700,09:15:00,175.85,153.45,34.6,224.6,09:15:00,09:15:00,13:57:00,10:51:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-28,BNF,0.7,3,73.30000000000001,1.0955779552459717,40700,09:15:00,224.1,147.0,44.8,249.9,09:15:00,09:15:00,11:48:00,09:56:00,40300,11:49:00,189.3,95.2,155.0,132.6,11:49:00,11:49:00,13:06:00,12:13:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-03,BNF,0.7,3,143.95,3.866332769393921,40000,09:15:00,185.95,150.0,34.8,157.2,09:15:00,09:15:00,13:47:00,11:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11,BNF,0.7,3,198.15,2.6538949012756348,38700,09:15:00,263.05,130.1,20.5,174.5,09:15:00,09:15:00,14:25:00,10:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-18,BNF,0.7,3,217.70000000000005,3.5225718021392822,37900,09:15:00,330.05,93.3,176.3,95.5,09:15:00,09:15:00,11:04:00,09:29:00,38000,11:05:00,119.4,167.25,81.3,139.2,11:05:00,11:05:00,13:08:00,14:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-25,BNF,0.7,3,68.75000000000004,2.8679752349853516,37300,09:15:00,175.3,186.55,163.1,128.7,09:15:00,09:15:00,11:06:00,11:44:00,37400,11:45:00,116.95,156.55,85.2,189.6,11:45:00,11:45:00,13:08:00,12:42:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-02,BNF,0.7,3,51.89999999999999,3.407472848892212,36200,09:15:00,226.1,211.15,334.0,95.5,09:15:00,09:15:00,11:29:00,12:18:00,36300,12:19:00,124.65,135.0,140.8,74.7,12:19:00,12:19:00,13:46:00,14:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09,BNF,0.7,3,-1.1999999999999886,2.9575915336608887,37400,09:15:00,123.4,197.85,23.8,300.2,09:15:00,09:15:00,12:18:00,09:25:00,37100,12:19:00,109.55,84.4,151.9,40.5,12:19:00,12:19:00,12:57:00,13:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-16,BNF,0.7,3,85.5,3.9894073009490967,37100,09:15:00,163.7,165.0,0.5,242.7,09:15:00,09:15:00,15:15:00,09:50:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23,BNF,0.7,3,170.39999999999998,2.3456597328186035,35300,09:15:00,136.45,163.85,85.7,44.2,09:15:00,09:15:00,12:11:00,13:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,BNF,0.7,3,-15.599999999999966,3.26948881149292,34800,09:15:00,186.65,130.55,254.7,78.1,09:15:00,09:15:00,13:01:00,11:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,BNF,0.7,3,0,24.783569812774658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13,BNF,0.7,3,83.95,2.0580122470855713,38700,09:15:00,109.0,234.55,16.2,243.4,09:15:00,09:15:00,13:36:00,10:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20,BNF,0.7,3,123.35000000000004,1.777216911315918,38100,09:15:00,131.05,164.65,66.5,178.5,09:15:00,09:15:00,12:39:00,10:10:00,38000,12:40:00,123.7,69.15,2.6,117.6,12:40:00,12:40:00,14:57:00,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-27,BNF,0.7,3,-13.450000000000056,1.8557944297790527,37100,09:15:00,296.15,217.6,356.8,197.6,09:15:00,09:15:00,09:58:00,09:37:00,37400,09:59:00,160.5,189.9,54.4,322.8,09:59:00,09:59:00,12:30:00,11:36:00,37200,12:31:00,140.85,146.45,212.6,20.7,12:31:00,12:31:00,13:00:00,13:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-03,BNF,0.7,3,135.0,0.8502507209777832,39300,09:15:00,197.4,128.3,85.9,104.8,09:15:00,09:15:00,12:37:00,13:19:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-10,BNF,0.7,3,111.65,1.4442212581634521,38700,09:15:00,174.0,181.95,199.6,27.7,09:15:00,09:15:00,10:08:00,12:21:00,39000,12:22:00,119.1,107.9,202.5,41.5,12:22:00,12:22:00,12:55:00,14:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-17,BNF,0.7,3,-4.050000000000011,1.4681742191314697,38100,09:15:00,146.4,203.65,67.3,254.9,09:15:00,09:15:00,10:58:00,09:27:00,37800,10:59:00,210.55,120.65,170.0,174.8,10:59:00,10:59:00,12:32:00,11:40:00,37900,12:33:00,124.55,145.25,71.7,216.4,12:33:00,12:33:00,13:42:00,13:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-02-24,BNF,0.7,3,-14.049999999999976,1.0990426540374756,36600,09:15:00,246.3,434.35,76.1,636.5,09:15:00,09:15:00,10:23:00,09:46:00,36300,10:24:00,198.6,260.7,56.4,385.0,10:24:00,10:24:00,13:14:00,12:46:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-03,BNF,0.7,3,132.4,1.1993408203125,35700,09:15:00,282.3,197.2,11.9,335.2,09:15:00,09:15:00,13:31:00,09:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-10,BNF,0.7,3,266.3999999999999,1.8235740661621094,35000,09:15:00,187.4,360.15,247.9,106.8,09:15:00,09:15:00,10:00:00,11:39:00,35200,11:40:00,176.5,212.85,74.0,241.8,11:40:00,11:40:00,13:16:00,12:14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-17,BNF,0.7,3,317.59999999999997,1.819648027420044,36400,09:15:00,190.2,226.8,48.1,51.3,09:15:00,09:15:00,15:15:00,14:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-24,BNF,0.7,3,94.35000000000001,1.8597064018249512,35700,09:15:00,202.55,220.5,247.5,91.6,09:15:00,09:15:00,09:52:00,11:48:00,35800,11:49:00,149.45,131.05,47.3,222.8,11:49:00,11:49:00,13:27:00,12:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-03-31,BNF,0.7,3,84.05,2.2183682918548584,36400,09:15:00,183.75,161.35,192.6,137.4,09:15:00,09:15:00,09:35:00,12:09:00,36400,12:10:00,103.7,140.35,86.7,88.4,12:10:00,12:10:00,14:26:00,13:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-07,BNF,0.7,3,38.050000000000004,1.120025396347046,37400,09:15:00,168.55,135.0,253.4,12.1,09:15:00,09:15:00,11:09:00,13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-13,BNF,0.7,3,83.69999999999999,0.9615685939788818,37900,09:15:00,165.95,115.75,35.5,162.5,09:15:00,09:15:00,13:12:00,10:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-21,BNF,0.7,3,71.70000000000005,1.4173095226287842,36500,09:15:00,152.65,121.9,161.2,144.2,09:15:00,09:15:00,11:09:00,10:24:00,36600,11:10:00,105.55,112.9,114.3,1.6,11:10:00,11:10:00,14:17:00,15:06:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-04-28,BNF,0.7,3,16.799999999999997,2.4340481758117676,36200,09:15:00,125.5,156.05,78.8,265.3,09:15:00,09:15:00,12:18:00,10:25:00,36200,12:19:00,85.3,109.25,113.2,2.0,12:19:00,12:19:00,12:41:00,15:04:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-05,BNF,0.7,3,84.49999999999997,1.2812836170196533,35700,09:15:00,108.25,186.55,184.0,75.7,09:15:00,09:15:00,10:14:00,11:31:00,35800,11:32:00,110.6,118.95,82.0,134.0,11:32:00,11:32:00,12:34:00,12:46:00,35700,12:47:00,96.9,74.15,54.9,80.3,12:47:00,12:47:00,13:31:00,13:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-12,BNF,0.7,3,11.200000000000012,0.9122169017791748,34300,09:15:00,140.05,163.25,14.6,277.5,09:15:00,09:15:00,13:18:00,09:26:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-19,BNF,0.7,3,152.8,1.037259817123413,33600,09:15:00,199.85,239.85,16.0,270.9,09:15:00,09:15:00,13:29:00,11:54:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-05-26,BNF,0.7,3,95.00000000000001,1.8095417022705078,34700,09:15:00,153.8,167.15,50.0,284.2,09:15:00,09:15:00,12:17:00,10:46:00,34600,12:18:00,91.3,136.35,86.1,33.3,12:18:00,12:18:00,12:52:00,13:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-02,BNF,0.7,3,4.850000000000037,1.5709455013275146,35400,09:15:00,172.4,117.05,252.6,103.2,09:15:00,09:15:00,09:54:00,10:51:00,35500,10:52:00,121.2,151.8,135.7,66.1,10:52:00,10:52:00,13:44:00,14:33:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-09,BNF,0.7,3,84.65,1.0560364723205566,34800,09:15:00,146.5,122.95,111.4,73.4,09:15:00,09:15:00,10:25:00,13:01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-16,BNF,0.7,3,67.05000000000001,1.2189011573791504,33700,09:15:00,129.05,136.5,0.9,197.6,09:15:00,09:15:00,14:56:00,10:21:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-23,BNF,0.7,3,61.45,1.2627837657928467,32900,09:15:00,111.35,161.5,189.3,38.2,09:15:00,09:15:00,09:21:00,11:48:00,33200,11:49:00,113.1,125.4,9.2,213.2,11:49:00,11:49:00,13:31:00,12:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-06-30,BNF,0.7,3,-0.9999999999999503,2.395949602127075,33300,09:15:00,197.0,146.05,334.9,125.6,09:15:00,09:15:00,09:40:00,10:18:00,33400,10:19:00,150.05,187.0,169.0,51.6,10:19:00,10:19:00,12:39:00,14:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-07,BNF,0.7,3,106.30000000000001,1.0508792400360107,34600,09:15:00,185.15,124.25,183.5,19.6,09:15:00,09:15:00,13:04:00,13:47:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-14,BNF,0.7,3,89.29999999999998,1.4812214374542236,34900,09:15:00,152.0,156.1,179.4,151.6,09:15:00,09:15:00,09:55:00,10:26:00,34800,10:27:00,151.45,108.95,36.5,111.7,10:27:00,10:27:00,13:45:00,11:16:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-21,BNF,0.7,3,10.2,0.9446604251861572,35900,09:15:00,143.6,127.0,244.1,16.3,09:15:00,09:15:00,09:45:00,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-07-28,BNF,0.7,3,17.30000000000002,1.1511402130126953,37100,09:15:00,164.65,124.45,240.2,31.6,09:15:00,09:15:00,11:14:00,13:02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-04,BNF,0.7,3,122.24999999999999,1.168954849243164,38100,09:15:00,168.95,125.7,15.2,157.2,09:15:00,09:15:00,13:00:00,10:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-11,BNF,0.7,3,37.55,0.9874958992004395,38700,09:15:00,120.6,148.25,205.0,26.3,09:15:00,09:15:00,09:49:00,13:23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-18,BNF,0.7,3,-22.599999999999994,0.9631392955780029,39300,09:15:00,147.1,124.75,250.1,38.8,09:15:00,09:15:00,09:49:00,11:16:00,39400,11:17:00,135.55,76.6,103.0,114.7,11:17:00,11:17:00,13:10:00,11:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-08-25,BNF,0.7,3,81.24999999999999,2.088125228881836,39200,09:15:00,136.75,132.6,232.5,82.2,09:15:00,09:15:00,11:48:00,11:24:00,39400,11:49:00,117.15,91.45,14.0,68.0,11:49:00,11:49:00,14:43:00,14:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-18,BNF,0.75,3,58.150000000000006,1.5417163372039795,36100,09:15:00,111.15,136.0,1.0,188.0,09:15:00,09:15:00,15:15:00,11:44:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-08-26,BNF,0.75,3,35.44999999999998,3.900484800338745,35500,09:15:00,119.1,146.4,184.9,45.2,09:15:00,09:15:00,10:03:00,12:51:00,35600,12:52:00,84.5,85.35,147.9,21.9,12:52:00,12:52:00,13:00:00,14:25:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-02,BNF,0.75,3,-59.55000000000003,1.3497347831726074,36500,09:15:00,152.7,115.85,185.9,113.1,09:15:00,09:15:00,10:41:00,09:45:00,36600,10:42:00,148.75,70.55,232.3,16.1,10:42:00,10:42:00,13:14:00,13:58:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-09,BNF,0.75,3,82.99999999999999,1.4836235046386719,36800,09:15:00,127.2,147.6,1.9,189.9,09:15:00,09:15:00,15:02:00,09:40:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-16,BNF,0.75,3,-33.25,2.0612215995788574,37000,09:15:00,97.05,118.0,93.8,117.8,09:15:00,09:15:00,10:09:00,09:58:00,37000,10:10:00,124.45,57.45,217.8,0.8,10:10:00,10:10:00,10:55:00,15:15:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-23,BNF,0.75,3,89.35,1.433537483215332,37300,09:15:00,144.6,200.15,253.0,2.4,09:15:00,09:15:00,10:00:00,14:59:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-09-30,BNF,0.75,3,235.05,1.8835766315460205,37700,09:15:00,244.8,130.95,56.2,84.5,09:15:00,09:15:00,13:53:00,12:33:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-07,BNF,0.75,3,89.05,1.4897098541259766,37800,09:15:00,141.45,136.4,127.0,61.8,09:15:00,09:15:00,11:55:00,13:36:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-14,BNF,0.75,3,14.599999999999994,1.0501787662506104,38700,09:15:00,174.75,105.45,241.3,24.3,09:15:00,09:15:00,13:43:00,13:30:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-21,BNF,0.75,3,82.89999999999999,1.1335816383361816,39700,09:15:00,175.85,153.45,15.2,231.2,09:15:00,09:15:00,14:27:00,11:03:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-10-28,BNF,0.75,3,56.20000000000002,1.1500210762023926,40700,09:15:00,224.1,147.0,46.1,257.2,09:15:00,09:15:00,11:48:00,09:57:00,40300,11:49:00,189.3,95.2,159.6,136.5,11:49:00,11:49:00,13:06:00,12:14:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-03,BNF,0.75,3,138.25,1.4405169486999512,40000,09:15:00,185.95,150.0,35.8,161.9,09:15:00,09:15:00,13:50:00,11:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-11,BNF,0.75,3,192.45000000000002,1.1379530429840088,38700,09:15:00,263.05,130.1,21.1,179.6,09:15:00,09:15:00,14:25:00,12:17:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-18,BNF,0.75,3,194.45,0.74703049659729,37900,09:15:00,330.05,93.3,130.5,98.4,09:15:00,09:15:00,13:08:00,09:29:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-11-25,BNF,0.75,3,125.4,1.6228110790252686,37300,09:15:00,175.3,186.55,167.9,132.5,09:15:00,09:15:00,11:14:00,12:42:00,37300,12:43:00,109.55,152.0,146.2,51.4,12:43:00,12:43:00,13:09:00,14:34:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-02,BNF,0.75,3,106.65000000000003,1.0913197994232178,36200,09:15:00,226.1,211.15,232.2,98.4,09:15:00,09:15:00,13:49:00,12:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-09,BNF,0.75,3,-30.30000000000001,1.1908910274505615,37400,09:15:00,123.4,197.85,24.5,309.0,09:15:00,09:15:00,12:35:00,09:25:00,37200,12:36:00,81.7,98.85,117.7,80.9,12:36:00,12:36:00,13:12:00,13:24:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-16,BNF,0.75,3,78.39999999999998,1.7133867740631104,37100,09:15:00,163.7,165.0,0.5,249.8,09:15:00,09:15:00,15:15:00,09:53:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-23,BNF,0.75,3,166.59999999999997,1.0898163318634033,35300,09:15:00,136.45,163.85,88.2,45.5,09:15:00,09:15:00,12:12:00,13:37:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-12-30,BNF,0.75,3,-25.399999999999977,1.4074037075042725,34800,09:15:00,186.65,130.55,262.2,80.4,09:15:00,09:15:00,13:01:00,11:35:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-06,BNF,0.75,3,0,18.702785968780518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-13,BNF,0.75,3,76.35000000000002,0.9723043441772461,38700,09:15:00,109.0,234.55,16.6,250.6,09:15:00,09:15:00,13:36:00,10:09:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-20,BNF,0.75,3,112.75000000000001,2.0433053970336914,38100,09:15:00,131.05,164.65,68.4,183.8,09:15:00,09:15:00,12:39:00,10:10:00,38000,12:40:00,123.7,69.15,2.6,121.0,12:40:00,12:40:00,14:57:00,13:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-27,BNF,0.75,3,-30.60000000000004,1.9589285850524902,37100,09:15:00,296.15,217.6,367.3,203.4,09:15:00,09:15:00,09:58:00,09:37:00,37400,09:59:00,160.5,189.9,56.0,332.3,09:59:00,09:59:00,12:31:00,11:36:00,37200,12:32:00,132.25,150.5,197.2,21.3,12:32:00,12:32:00,12:55:00,13:55:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
