date,token,stoploss,max_order,net_P&L,time
2022-09-01,BNF,0.5,3,101.75000000000001,1.6730453968048096
2022-09-08,BNF,0.5,3,74.3,1.1308624744415283
2022-09-15,BNF,0.5,3,45.05000000000001,1.0565054416656494
2022-09-22,BNF,0.5,3,74.85000000000002,1.252701997756958
2022-09-29,BNF,0.5,3,212.85,1.9566526412963867
2022-10-06,BNF,0.5,3,203.64999999999998,1.713258981704712
2022-10-13,BNF,0.5,3,223.45000000000002,2.4544172286987305
2022-10-20,BNF,0.5,3,-26.900000000000006,1.6816425323486328
2022-10-27,BNF,0.5,3,25.35000000000001,1.6045424938201904
2022-11-03,BNF,0.5,3,37.90000000000002,1.8514399528503418
2022-11-10,BNF,0.5,3,50.749999999999986,1.581392765045166
2022-11-17,BNF,0.5,3,96.2,1.556877613067627
2022-11-24,BNF,0.5,3,51.20000000000001,1.9647300243377686
2022-12-01,BNF,0.5,3,26.15000000000003,1.7074849605560303
2022-12-08,BNF,0.5,3,167.55,2.373711585998535
2022-12-15,BNF,0.5,3,102.2,1.9786157608032227
2022-12-22,BNF,0.5,3,141.25,1.5491681098937988
2022-12-29,BNF,0.5,3,57.650000000000006,3.1743357181549072
2023-01-05,BNF,0.5,3,66.99999999999999,2.1703341007232666
2023-01-12,BNF,0.5,3,19.949999999999992,2.0053670406341553
2023-01-19,BNF,0.5,3,-18.94999999999999,2.2710652351379395
2023-01-25,BNF,0.5,3,88.30000000000001,3.368091583251953
2023-02-02,BNF,0.5,3,254.55000000000004,1.6376214027404785
2023-02-09,BNF,0.5,3,78.4,1.907419204711914
2023-02-16,BNF,0.5,3,52.000000000000014,1.3521795272827148
2023-02-23,BNF,0.5,3,4.300000000000026,2.8195245265960693
2023-03-02,BNF,0.5,3,50.4,2.5190699100494385
2023-03-09,BNF,0.5,3,91.05,2.147470474243164
2023-03-16,BNF,0.5,3,11.300000000000011,1.1898982524871826
2023-03-23,BNF,0.5,3,143.55,1.7385191917419434
2023-03-29,BNF,0.5,3,53.05,2.667776584625244
2023-04-06,BNF,0.5,3,123.25,1.5971958637237549
2023-04-13,BNF,0.5,3,51.2,1.5931620597839355
2023-04-20,BNF,0.5,3,-39.7,1.4153220653533936
2023-04-27,BNF,0.5,3,-23.250000000000004,2.464369058609009
2023-05-04,BNF,0.5,3,89.5,1.670861005783081
2023-05-11,BNF,0.5,3,17.549999999999997,1.7645728588104248
2023-05-18,BNF,0.5,3,-26.349999999999994,1.8314969539642334
2023-05-25,BNF,0.5,3,45.550000000000026,3.338627576828003
2023-06-01,BNF,0.5,3,71.74999999999997,2.5101001262664795
2023-06-08,BNF,0.5,3,34.250000000000014,1.6637532711029053
2023-06-15,BNF,0.5,3,70.75000000000001,3.1131906509399414
2023-06-22,BNF,0.5,3,102.25000000000003,1.6721367835998535
2023-07-13,BNF,0.5,3,0,19.48426103591919
2022-09-01,BNF,0.55,3,67.34999999999998,2.0669262409210205
2022-09-08,BNF,0.55,3,65.70000000000002,1.2300269603729248
2022-09-15,BNF,0.55,3,11.05000000000004,1.333329439163208
2022-09-22,BNF,0.55,3,48.450000000000024,1.4737262725830078
2022-09-29,BNF,0.55,3,207.45,1.995126724243164
2022-10-06,BNF,0.55,3,197.65,1.8174030780792236
2022-10-13,BNF,0.55,3,211.45,2.0988123416900635
2022-10-20,BNF,0.55,3,-54.60000000000004,1.4189202785491943
2022-10-27,BNF,0.55,3,114.24999999999999,1.527519941329956
2022-11-03,BNF,0.55,3,27.600000000000005,1.918747901916504
2022-11-10,BNF,0.55,3,47.34999999999998,1.6553025245666504
2022-11-17,BNF,0.55,3,91.5,1.3158464431762695
2022-11-24,BNF,0.55,3,40.550000000000004,2.2326605319976807
2022-12-01,BNF,0.55,3,63.00000000000001,1.4139230251312256
2022-12-08,BNF,0.55,3,160.35,2.3103878498077393
2022-12-15,BNF,0.55,3,108.5,2.1624414920806885
2022-12-22,BNF,0.55,3,106.94999999999999,1.660597324371338
2022-12-29,BNF,0.55,3,55.650000000000006,3.83689546585083
2023-01-05,BNF,0.55,3,52.49999999999999,2.2143373489379883
2023-01-12,BNF,0.55,3,17.75,1.8461179733276367
2023-01-19,BNF,0.55,3,52.69999999999998,2.117170572280884
2023-01-25,BNF,0.55,3,-60.400000000000006,4.053144931793213
2023-02-02,BNF,0.55,3,203.3500000000001,1.3798658847808838
2023-02-09,BNF,0.55,3,70.0,1.7030220031738281
2023-02-16,BNF,0.55,3,46.1,1.4940555095672607
2023-02-23,BNF,0.55,3,-31.69999999999999,2.515984535217285
2023-03-02,BNF,0.55,3,98.39999999999999,2.5676002502441406
2023-03-09,BNF,0.55,3,75.65,2.0696332454681396
2023-03-16,BNF,0.55,3,225.75000000000009,1.2054095268249512
2023-03-23,BNF,0.55,3,136.65,1.8803050518035889
2023-03-29,BNF,0.55,3,38.150000000000006,2.5848817825317383
2023-04-06,BNF,0.55,3,51.599999999999994,1.5456833839416504
2023-04-13,BNF,0.55,3,35.600000000000016,1.6961352825164795
2023-04-20,BNF,0.55,3,-8.599999999999994,1.3209657669067383
2023-04-27,BNF,0.55,3,-11.600000000000009,2.4126555919647217
2023-05-04,BNF,0.55,3,84.5,1.652771234512329
2023-05-11,BNF,0.55,3,87.0,2.197733163833618
2023-05-18,BNF,0.55,3,30.150000000000006,1.7619304656982422
2023-05-25,BNF,0.55,3,65.94999999999999,3.3173723220825195
2023-06-01,BNF,0.55,3,54.05,2.0439260005950928
2023-06-08,BNF,0.55,3,1.6000000000000156,1.9109487533569336
2023-06-15,BNF,0.55,3,65.65,3.1304502487182617
2023-06-22,BNF,0.55,3,97.75,1.669107437133789
2023-07-13,BNF,0.55,3,0,18.722652435302734
2022-09-01,BNF,0.6,3,31.04999999999994,2.032986640930176
2022-09-08,BNF,0.6,3,57.000000000000014,1.3118646144866943
2022-09-15,BNF,0.6,3,-21.650000000000034,1.4501535892486572
2022-09-22,BNF,0.6,3,50.95,1.6427006721496582
2022-09-29,BNF,0.6,3,202.15,1.817443609237671
2022-10-06,BNF,0.6,3,191.64999999999998,1.845137357711792
2022-10-13,BNF,0.6,3,199.45,2.0633060932159424
2022-10-20,BNF,0.6,3,-80.40000000000002,1.533574104309082
2022-10-27,BNF,0.6,3,108.14999999999999,1.3412652015686035
2022-11-03,BNF,0.6,3,17.299999999999994,1.8681023120880127
2022-11-10,BNF,0.6,3,41.15,1.595672845840454
2022-11-17,BNF,0.6,3,102.89999999999999,1.5956616401672363
2022-11-24,BNF,0.6,3,32.35,2.380948543548584
2022-12-01,BNF,0.6,3,59.300000000000004,1.2951526641845703
2022-12-08,BNF,0.6,3,-38.900000000000006,2.1824569702148438
2022-12-15,BNF,0.6,3,105.4,2.1033060550689697
2022-12-22,BNF,0.6,3,54.199999999999946,1.4551968574523926
2022-12-29,BNF,0.6,3,53.55000000000001,3.716597557067871
2023-01-05,BNF,0.6,3,20.10000000000003,2.4654009342193604
2023-01-12,BNF,0.6,3,-26.149999999999952,1.8635993003845215
2023-01-19,BNF,0.6,3,41.19999999999999,1.8927559852600098
2023-01-25,BNF,0.6,3,-65.9,3.944624423980713
2023-02-02,BNF,0.6,3,135.0000000000001,1.4524478912353516
2023-02-09,BNF,0.6,3,61.500000000000014,1.7227933406829834
2023-02-16,BNF,0.6,3,40.20000000000002,1.4563629627227783
2023-02-23,BNF,0.6,3,1.5000000000000426,4.971456050872803
2023-03-02,BNF,0.6,3,93.3,2.544182538986206
2023-03-09,BNF,0.6,3,60.450000000000024,2.5963685512542725
2023-03-16,BNF,0.6,3,196.70000000000002,1.6573305130004883
2023-03-23,BNF,0.6,3,129.75,1.5960578918457031
2023-03-29,BNF,0.6,3,50.8,3.8014943599700928
2023-04-06,BNF,0.6,3,51.35000000000002,1.3791918754577637
2023-04-13,BNF,0.6,3,37.1,2.905573844909668
2023-04-20,BNF,0.6,3,-22.799999999999997,1.5465097427368164
2023-04-27,BNF,0.6,3,1.4499999999999957,2.2853891849517822
2023-05-04,BNF,0.6,3,79.6,1.7537250518798828
2023-05-11,BNF,0.6,3,75.29999999999997,2.184070110321045
2023-05-18,BNF,0.6,3,17.299999999999983,2.0856199264526367
2023-05-25,BNF,0.6,3,10.600000000000009,3.067199230194092
2023-06-01,BNF,0.6,3,47.94999999999999,2.341036319732666
2023-06-08,BNF,0.6,3,-11.099999999999998,1.916163444519043
2023-06-15,BNF,0.6,3,60.65000000000001,3.206955671310425
2023-06-22,BNF,0.6,3,93.25000000000001,1.6257398128509521
2023-07-13,BNF,0.6,3,0,18.873230457305908
2022-09-01,BNF,0.65,3,-44.250000000000014,2.117327928543091
2022-09-08,BNF,0.65,3,48.40000000000001,1.3142540454864502
2022-09-15,BNF,0.65,3,-53.65000000000005,1.3351824283599854
2022-09-22,BNF,0.65,3,25.150000000000023,1.712904453277588
2022-09-29,BNF,0.65,3,199.75,1.9410300254821777
2022-10-06,BNF,0.65,3,185.74999999999994,2.0485999584198
2022-10-13,BNF,0.65,3,187.14999999999995,2.0989370346069336
2022-10-20,BNF,0.65,3,50.84999999999998,1.7153782844543457
2022-10-27,BNF,0.65,3,102.05,1.6196885108947754
2022-11-03,BNF,0.65,3,6.999999999999983,1.8899543285369873
2022-11-10,BNF,0.65,3,34.949999999999996,1.817716360092163
2022-11-17,BNF,0.65,3,98.69999999999999,1.794243574142456
2022-11-24,BNF,0.65,3,20.6,1.7383074760437012
2022-12-01,BNF,0.65,3,55.5,1.4494099617004395
2022-12-08,BNF,0.65,3,-43.0,2.3736953735351562
2022-12-15,BNF,0.65,3,102.2,2.0187649726867676
2022-12-22,BNF,0.65,3,28.64999999999997,1.491532564163208
2022-12-29,BNF,0.65,3,51.55000000000001,3.8267688751220703
2023-01-05,BNF,0.65,3,12.499999999999982,2.2637245655059814
2023-01-12,BNF,0.65,3,-54.94999999999997,1.9432346820831299
2023-01-19,BNF,0.65,3,69.10000000000001,2.1126763820648193
2023-01-25,BNF,0.65,3,-71.4,4.120839357376099
2023-02-02,BNF,0.65,3,168.65000000000003,1.2978837490081787
2023-02-09,BNF,0.65,3,53.000000000000014,1.8448543548583984
2023-02-16,BNF,0.65,3,34.400000000000006,1.495253086090088
2023-02-23,BNF,0.65,3,-30.699999999999953,4.093008995056152
2023-03-02,BNF,0.65,3,88.2,2.3113205432891846
2023-03-09,BNF,0.65,3,56.49999999999998,2.322784900665283
2023-03-16,BNF,0.65,3,165.50000000000006,1.2805507183074951
2023-03-23,BNF,0.65,3,122.75000000000001,1.4868018627166748
2023-03-29,BNF,0.65,3,37.199999999999974,3.4772183895111084
2023-04-06,BNF,0.65,3,38.65000000000002,1.351757526397705
2023-04-13,BNF,0.65,3,31.35000000000001,2.0229108333587646
2023-04-20,BNF,0.65,3,12.899999999999999,1.5760831832885742
2023-04-27,BNF,0.65,3,-25.50000000000003,1.8669822216033936
2023-05-04,BNF,0.65,3,74.6,1.6004137992858887
2023-05-11,BNF,0.65,3,63.59999999999997,2.2138988971710205
2023-05-18,BNF,0.65,3,2.6500000000000057,1.8225185871124268
2023-05-25,BNF,0.65,3,-2.70000000000001,3.311152458190918
2023-06-01,BNF,0.65,3,41.95000000000002,2.2448086738586426
2023-06-08,BNF,0.65,3,-23.899999999999988,2.0005483627319336
2023-06-15,BNF,0.65,3,-29.25,3.2747960090637207
2023-06-22,BNF,0.65,3,88.65000000000002,1.7461769580841064
2023-07-13,BNF,0.65,3,0,18.904824018478394
2022-09-01,BNF,0.7,3,8.199999999999974,1.976170539855957
2022-09-08,BNF,0.7,3,39.800000000000004,1.4606022834777832
2022-09-15,BNF,0.7,3,36.250000000000014,1.1508331298828125
2022-09-22,BNF,0.7,3,-3.649999999999956,1.74003005027771
2022-09-29,BNF,0.7,3,194.55,1.9971210956573486
2022-10-06,BNF,0.7,3,179.74999999999997,1.9224426746368408
2022-10-13,BNF,0.7,3,175.14999999999998,2.050668954849243
2022-10-20,BNF,0.7,3,31.699999999999996,2.022887706756592
2022-10-27,BNF,0.7,3,95.95,1.6199512481689453
2022-11-03,BNF,0.7,3,-3.399999999999994,2.124826192855835
2022-11-10,BNF,0.7,3,28.74999999999999,1.5899550914764404
2022-11-17,BNF,0.7,3,94.4,1.607787847518921
2022-11-24,BNF,0.7,3,16.099999999999998,1.8690624237060547
2022-12-01,BNF,0.7,3,51.80000000000001,1.3737154006958008
2022-12-08,BNF,0.7,3,-47.099999999999994,2.26674222946167
2022-12-15,BNF,0.7,3,99.2,2.193887233734131
2022-12-22,BNF,0.7,3,38.19999999999997,1.3255255222320557
2022-12-29,BNF,0.7,3,49.55000000000001,3.7787959575653076
2023-01-05,BNF,0.7,3,98.55000000000003,1.9681103229522705
2023-01-12,BNF,0.7,3,115.30000000000001,1.7044026851654053
2023-01-19,BNF,0.7,3,105.9,2.479431629180908
2023-01-25,BNF,0.7,3,-76.9,4.9981701374053955
2023-02-02,BNF,0.7,3,252.04999999999993,1.7868435382843018
2023-02-09,BNF,0.7,3,44.50000000000001,1.8261163234710693
2023-02-16,BNF,0.7,3,28.50000000000002,1.4847853183746338
2023-02-23,BNF,0.7,3,-73.9,4.146151065826416
2023-03-02,BNF,0.7,3,-51.849999999999994,2.3763206005096436
2023-03-09,BNF,0.7,3,41.4,2.0391886234283447
2023-03-16,BNF,0.7,3,159.10000000000005,1.2215185165405273
2023-03-23,BNF,0.7,3,115.85,1.8744144439697266
2023-03-29,BNF,0.7,3,23.49999999999999,4.093477487564087
2023-04-06,BNF,0.7,3,122.15000000000002,1.4018170833587646
2023-04-13,BNF,0.7,3,4.7500000000000195,1.8175098896026611
2023-04-20,BNF,0.7,3,-0.6999999999999815,1.5617260932922363
