instrument_token,last_price,open,high,low,close,change,timestamp
260105,47577.75,47391.05,47642.15,47373.1,47124.6,0.9615996740555919,2024-04-01 12:06:09
260105,47576.8,47391.05,47642.15,47373.1,47124.6,0.9595837418248736,2024-04-01 12:06:10
260105,47577.1,47391.05,47642.15,47373.1,47124.6,0.9602203520029878,2024-04-01 12:06:11
260105,47581.5,47391.05,47642.15,47373.1,47124.6,0.969557301282136,2024-04-01 12:06:12
260105,47579.55,47391.05,47642.15,47373.1,47124.6,0.9654193351243393,2024-04-01 12:06:13
260105,47570.55,47391.05,47642.15,47373.1,47124.6,0.9463210297806334,2024-04-01 12:06:14
260105,47581.35,47391.05,47642.15,47373.1,47124.6,0.9692389961930712,2024-04-01 12:06:15
260105,47579.7,47391.05,47642.15,47373.1,47124.6,0.9657376402133887,2024-04-01 12:06:16
260105,47578.85,47391.05,47642.15,47373.1,47124.6,0.9639339113753751,2024-04-01 12:06:17
260105,47576.5,47391.05,47642.15,47373.1,47124.6,0.9589471316467438,2024-04-01 12:06:18
260105,47578.2,47391.05,47642.15,47373.1,47124.6,0.962554589322771,2024-04-01 12:06:19
260105,47581.2,47391.05,47642.15,47373.1,47124.6,0.9689206911040064,2024-04-01 12:06:20
260105,47574.15,47391.05,47642.15,47373.1,47124.6,0.9539603519181127,2024-04-01 12:06:21
260105,47573.85,47391.05,47642.15,47373.1,47124.6,0.953323741739983,2024-04-01 12:06:22
260105,47572.95,47391.05,47642.15,47373.1,47124.6,0.9514139112056093,2024-04-01 12:06:23
260105,47574.35,47391.05,47642.15,47373.1,47124.6,0.9543847587035221,2024-04-01 12:06:24
260105,47574.3,47391.05,47642.15,47373.1,47124.6,0.9542786570071775,2024-04-01 12:06:25
260105,47571.65,47391.05,47642.15,47373.1,47124.6,0.9486552671004166,2024-04-01 12:06:26
260105,47571.4,47391.05,47642.15,47373.1,47124.6,0.948124758618647,2024-04-01 12:06:27
260105,47571.2,47391.05,47642.15,47373.1,47124.6,0.9477003518332221,2024-04-01 12:06:28
260105,47570.75,47391.05,47642.15,47373.1,47124.6,0.9467454365660429,2024-04-01 12:06:29
260105,47570.2,47391.05,47642.15,47373.1,47124.6,0.9455783179061437,2024-04-01 12:06:30
260105,47565.95,47391.05,47642.15,47373.1,47124.6,0.9365596737160603,2024-04-01 12:06:31
260105,47571.05,47391.05,47642.15,47373.1,47124.6,0.9473820467441726,2024-04-01 12:06:32
260105,47571.9,47391.05,47642.15,47373.1,47124.6,0.9491857755821862,2024-04-01 12:06:33
260105,47573.95,47391.05,47642.15,47373.1,47124.6,0.9535359451326877,2024-04-01 12:06:34
260105,47572.9,47391.05,47642.15,47373.1,47124.6,0.9513078095092646,2024-04-01 12:06:35
260105,47571.25,47391.05,47642.15,47373.1,47124.6,0.9478064535295821,2024-04-01 12:06:36
260105,47567.15,47391.05,47642.15,47373.1,47124.6,0.9391061144285637,2024-04-01 12:06:37
260105,47565.85,47391.05,47642.15,47373.1,47124.6,0.9363474703233555,2024-04-01 12:06:38
260105,47564.2,47391.05,47642.15,47373.1,47124.6,0.932846114343673,2024-04-01 12:06:39
260105,47568.9,47391.05,47642.15,47373.1,47124.6,0.9428196738009509,2024-04-01 12:06:40
260105,47569.0,47391.05,47642.15,47373.1,47124.6,0.9430318771936557,2024-04-01 12:06:41
260105,47566.9,47391.05,47642.15,47373.1,47124.6,0.9385756059467941,2024-04-01 12:06:42
260105,47569.5,47391.05,47642.15,47373.1,47124.6,0.9440928941571949,2024-04-01 12:06:43
260105,47573.35,47391.05,47642.15,47373.1,47124.6,0.9522627247764438,2024-04-01 12:06:45
260105,47568.3,47391.05,47642.15,47373.1,47124.6,0.941546453444707,2024-04-01 12:06:46
260105,47570.0,47391.05,47642.15,47373.1,47124.6,0.9451539111207341,2024-04-01 12:06:47
260105,47569.05,47391.05,47642.15,47373.1,47124.6,0.9431379788900158,2024-04-01 12:06:48
260105,47570.75,47391.05,47642.15,47373.1,47124.6,0.9467454365660429,2024-04-01 12:06:49
260105,47570.75,47391.05,47642.15,47373.1,47124.6,0.9467454365660429,2024-04-01 12:06:50
260105,47571.6,47391.05,47642.15,47373.1,47124.6,0.9485491654040565,2024-04-01 12:06:51
260105,47570.9,47391.05,47642.15,47373.1,47124.6,0.9470637416551078,2024-04-01 12:06:52
260105,47569.25,47391.05,47642.15,47373.1,47124.6,0.9435623856754253,2024-04-01 12:06:53
260105,47570.2,47391.05,47642.15,47373.1,47124.6,0.9455783179061437,2024-04-01 12:06:54
260105,47570.8,47391.05,47642.15,47373.1,47124.6,0.946851538262403,2024-04-01 12:06:55
260105,47570.9,47391.05,47642.15,47373.1,47124.6,0.9470637416551078,2024-04-01 12:06:56
260105,47568.8,47391.05,47642.15,47373.1,47124.6,0.9426074704082462,2024-04-01 12:06:57
260105,47567.7,47391.05,47642.15,47373.1,47124.6,0.9402732330884476,2024-04-01 12:06:58
260105,47567.8,47391.05,47642.15,47373.1,47124.6,0.9404854364811678,2024-04-01 12:06:59
260105,47568.9,47391.05,47642.15,47373.1,47124.6,0.9428196738009509,2024-04-01 12:07:00
260105,47569.1,47391.05,47642.15,47373.1,47124.6,0.9432440805863604,2024-04-01 12:07:01
