date,token,stoploss,max_order,net_P&L,time
2022-09-01,BNF,0.5,3,101.75000000000001,1.8267748355865479
2022-09-08,BNF,0.5,3,74.3,1.2261922359466553
2022-09-15,BNF,0.5,3,45.05000000000001,1.4257619380950928
2022-09-22,BNF,0.5,3,74.85000000000002,1.4266016483306885
2022-09-29,BNF,0.5,3,212.85,1.7421817779541016
2022-10-06,BNF,0.5,3,203.64999999999998,1.8551511764526367
2022-10-13,BNF,0.5,3,223.45000000000002,1.9916932582855225
2022-10-20,BNF,0.5,3,-26.900000000000006,1.5934484004974365
2022-10-27,BNF,0.5,3,25.35000000000001,1.4649035930633545
2022-11-03,BNF,0.5,3,37.90000000000002,1.7508342266082764
2022-11-10,BNF,0.5,3,50.749999999999986,1.7986845970153809
2022-11-17,BNF,0.5,3,96.2,1.3543448448181152
2022-11-24,BNF,0.5,3,51.20000000000001,2.0845816135406494
2022-12-01,BNF,0.5,3,26.15000000000003,1.7034459114074707
2022-12-08,BNF,0.5,3,167.55,2.166524648666382
2022-12-15,BNF,0.5,3,102.2,1.7885973453521729
2022-12-22,BNF,0.5,3,95.34999999999998,1.503075361251831
2022-12-29,BNF,0.5,3,244.75,3.6694774627685547
2023-01-05,BNF,0.5,3,66.99999999999999,2.1339664459228516
2023-01-12,BNF,0.5,3,19.949999999999992,2.0521199703216553
2023-01-19,BNF,0.5,3,-18.94999999999999,2.157409191131592
2023-01-25,BNF,0.5,3,88.30000000000001,3.684866428375244
2023-02-02,BNF,0.5,3,222.05,1.2586236000061035
2023-02-09,BNF,0.5,3,78.4,2.094742774963379
2023-02-16,BNF,0.5,3,52.000000000000014,1.506453037261963
2023-02-23,BNF,0.5,3,8.250000000000036,2.2299933433532715
2023-03-02,BNF,0.5,3,50.4,2.713674306869507
2023-03-09,BNF,0.5,3,91.05,2.4854729175567627
2023-03-16,BNF,0.5,3,-97.5,0.8245096206665039
2023-03-23,BNF,0.5,3,143.55,1.9904465675354004
2023-03-29,BNF,0.5,3,53.05,3.014322519302368
2023-04-06,BNF,0.5,3,123.25,1.8935620784759521
2023-04-13,BNF,0.5,3,51.2,1.7415869235992432
2023-04-20,BNF,0.5,3,-39.7,1.2995073795318604
2023-04-27,BNF,0.5,3,-23.250000000000004,2.4610636234283447
2023-05-04,BNF,0.5,3,89.5,1.6678557395935059
2023-05-11,BNF,0.5,3,17.549999999999997,1.699064016342163
2023-05-18,BNF,0.5,3,-26.349999999999994,1.9655158519744873
2023-05-25,BNF,0.5,3,45.550000000000026,3.344482421875
2023-06-01,BNF,0.5,3,71.74999999999997,2.491783380508423
2023-06-08,BNF,0.5,3,34.250000000000014,1.747664451599121
2023-06-15,BNF,0.5,3,70.75000000000001,3.1377735137939453
2023-06-22,BNF,0.5,3,102.25000000000003,1.662811517715454
2023-07-13,BNF,0.5,3,0,20.774394035339355
2022-09-01,BNF,0.55,3,67.34999999999998,1.9186909198760986
2022-09-08,BNF,0.55,3,65.70000000000002,1.3105244636535645
2022-09-15,BNF,0.55,3,11.05000000000004,1.4332411289215088
2022-09-22,BNF,0.55,3,48.450000000000024,1.6037383079528809
2022-09-29,BNF,0.55,3,207.45,1.891737937927246
2022-10-06,BNF,0.55,3,197.65,1.8557765483856201
2022-10-13,BNF,0.55,3,211.45,2.21714448928833
2022-10-20,BNF,0.55,3,-54.60000000000004,1.4797594547271729
2022-10-27,BNF,0.55,3,114.24999999999999,1.7149341106414795
2022-11-03,BNF,0.55,3,27.600000000000005,1.7766995429992676
2022-11-10,BNF,0.55,3,47.34999999999998,1.6723413467407227
2022-11-17,BNF,0.55,3,91.5,1.5272107124328613
2022-11-24,BNF,0.55,3,40.550000000000004,2.4202158451080322
2022-12-01,BNF,0.55,3,63.00000000000001,1.5796072483062744
2022-12-08,BNF,0.55,3,160.35,2.983339786529541
2022-12-15,BNF,0.55,3,108.5,2.2272112369537354
2022-12-22,BNF,0.55,3,67.44999999999996,1.6021556854248047
2022-12-29,BNF,0.55,3,242.75,4.17476487159729
2023-01-05,BNF,0.55,3,52.49999999999999,2.3247694969177246
2023-01-12,BNF,0.55,3,17.75,1.936128854751587
2023-01-19,BNF,0.55,3,52.69999999999998,2.593170166015625
2023-01-25,BNF,0.55,3,84.4,4.093315124511719
2023-02-02,BNF,0.55,3,181.65000000000006,1.1352832317352295
2023-02-09,BNF,0.55,3,70.0,1.7941298484802246
2023-02-16,BNF,0.55,3,46.1,1.464329481124878
2023-02-23,BNF,0.55,3,-19.749999999999986,1.934762954711914
2023-03-02,BNF,0.55,3,98.39999999999999,2.447293996810913
2023-03-09,BNF,0.55,3,75.65,2.350602865219116
2023-03-16,BNF,0.55,3,209.10000000000005,1.1329331398010254
2023-03-23,BNF,0.55,3,136.65,1.83744478225708
2023-03-29,BNF,0.55,3,38.150000000000006,2.9457132816314697
2023-04-06,BNF,0.55,3,51.599999999999994,1.4798476696014404
2023-04-13,BNF,0.55,3,35.600000000000016,1.7759182453155518
2023-04-20,BNF,0.55,3,-8.599999999999994,1.3906171321868896
2023-04-27,BNF,0.55,3,-11.600000000000009,2.5734171867370605
2023-05-04,BNF,0.55,3,84.5,1.717977523803711
2023-05-11,BNF,0.55,3,87.0,2.3477442264556885
2023-05-18,BNF,0.55,3,30.150000000000006,1.6371817588806152
2023-05-25,BNF,0.55,3,65.94999999999999,3.257148504257202
2023-06-01,BNF,0.55,3,54.05,2.183169364929199
2023-06-08,BNF,0.55,3,1.6000000000000156,1.9401521682739258
2023-06-15,BNF,0.55,3,65.65,3.295454502105713
2023-06-22,BNF,0.55,3,97.75,1.5728187561035156
2023-07-13,BNF,0.55,3,0,20.28861951828003
2022-09-01,BNF,0.6,3,31.04999999999994,1.934018850326538
2022-09-08,BNF,0.6,3,57.000000000000014,1.1973991394042969
2022-09-15,BNF,0.6,3,-21.650000000000034,1.4612970352172852
2022-09-22,BNF,0.6,3,50.95,1.6603026390075684
2022-09-29,BNF,0.6,3,202.15,1.99580717086792
2022-10-06,BNF,0.6,3,191.64999999999998,2.0117452144622803
2022-10-13,BNF,0.6,3,199.45,2.0851383209228516
2022-10-20,BNF,0.6,3,-80.40000000000002,1.494055986404419
2022-10-27,BNF,0.6,3,108.14999999999999,1.7278838157653809
2022-11-03,BNF,0.6,3,17.299999999999994,2.0079379081726074
2022-11-10,BNF,0.6,3,41.15,1.7742383480072021
2022-11-17,BNF,0.6,3,102.89999999999999,1.825446367263794
2022-11-24,BNF,0.6,3,32.35,2.6085078716278076
2022-12-01,BNF,0.6,3,59.300000000000004,1.526151418685913
2022-12-08,BNF,0.6,3,97.55,2.378072500228882
2022-12-15,BNF,0.6,3,105.4,2.379101276397705
2022-12-22,BNF,0.6,3,54.199999999999946,1.6542434692382812
2022-12-29,BNF,0.6,3,240.55,4.393882513046265
2023-01-05,BNF,0.6,3,20.10000000000003,4.138898134231567
2023-01-12,BNF,0.6,3,-26.149999999999952,2.0413215160369873
2023-01-19,BNF,0.6,3,41.19999999999999,1.9893462657928467
2023-01-25,BNF,0.6,3,78.9,4.1020262241363525
2023-02-02,BNF,0.6,3,126.50000000000011,1.2953345775604248
2023-02-09,BNF,0.6,3,61.500000000000014,2.034325122833252
2023-02-16,BNF,0.6,3,40.20000000000002,1.548774003982544
2023-02-23,BNF,0.6,3,-12.74999999999995,3.8107659816741943
2023-03-02,BNF,0.6,3,93.3,2.554490804672241
2023-03-09,BNF,0.6,3,60.450000000000024,2.096930503845215
2023-03-16,BNF,0.6,3,184.70000000000002,1.2149882316589355
2023-03-23,BNF,0.6,3,129.75,1.65153169631958
2023-03-29,BNF,0.6,3,50.8,3.658024549484253
2023-04-06,BNF,0.6,3,51.35000000000002,1.4722037315368652
2023-04-13,BNF,0.6,3,37.1,2.2744059562683105
2023-04-20,BNF,0.6,3,-22.799999999999997,1.5757195949554443
2023-04-27,BNF,0.6,3,1.4499999999999957,2.517293930053711
2023-05-04,BNF,0.6,3,79.6,1.8492300510406494
2023-05-11,BNF,0.6,3,75.29999999999997,2.4350602626800537
2023-05-18,BNF,0.6,3,17.299999999999983,2.143775701522827
2023-05-25,BNF,0.6,3,10.600000000000009,3.4325759410858154
2023-06-01,BNF,0.6,3,47.94999999999999,2.481633424758911
2023-06-08,BNF,0.6,3,-11.099999999999998,2.0771141052246094
2023-06-15,BNF,0.6,3,60.65000000000001,3.2620227336883545
2023-06-22,BNF,0.6,3,93.25000000000001,1.637514591217041
2023-07-13,BNF,0.6,3,0,21.481939792633057
2022-09-01,BNF,0.65,3,-44.250000000000014,2.3244497776031494
2022-09-08,BNF,0.65,3,48.40000000000001,1.456894874572754
2022-09-15,BNF,0.65,3,-53.65000000000005,1.421186923980713
2022-09-22,BNF,0.65,3,25.150000000000023,1.8021421432495117
2022-09-29,BNF,0.65,3,199.75,2.0970265865325928
2022-10-06,BNF,0.65,3,185.74999999999994,2.0486717224121094
2022-10-13,BNF,0.65,3,187.14999999999995,2.3577401638031006
2022-10-20,BNF,0.65,3,50.84999999999998,2.0773913860321045
2022-10-27,BNF,0.65,3,102.05,1.5877494812011719
2022-11-03,BNF,0.65,3,6.999999999999983,1.823472499847412
2022-11-10,BNF,0.65,3,34.949999999999996,1.6557559967041016
2022-11-17,BNF,0.65,3,98.69999999999999,2.12461519241333
2022-11-24,BNF,0.65,3,20.6,1.939237117767334
2022-12-01,BNF,0.65,3,55.5,1.3882019519805908
2022-12-08,BNF,0.65,3,93.45,2.640794515609741
2022-12-15,BNF,0.65,3,102.2,2.4305951595306396
2022-12-22,BNF,0.65,3,28.64999999999997,1.742175817489624
2022-12-29,BNF,0.65,3,238.55,4.056826591491699
2023-01-05,BNF,0.65,3,12.499999999999982,2.517437696456909
2023-01-12,BNF,0.65,3,-54.94999999999997,2.360860824584961
2023-01-19,BNF,0.65,3,69.10000000000001,2.777296781539917
2023-01-25,BNF,0.65,3,73.4,5.496087074279785
2023-02-02,BNF,0.65,3,168.65000000000003,1.3970904350280762
2023-02-09,BNF,0.65,3,53.000000000000014,2.108307361602783
2023-02-16,BNF,0.65,3,34.400000000000006,1.9622571468353271
2023-02-23,BNF,0.65,3,-39.549999999999955,638.6354126930237
2023-03-02,BNF,0.65,3,88.2,3.085221290588379
2023-03-09,BNF,0.65,3,56.49999999999998,3.0052106380462646
2023-03-16,BNF,0.65,3,160.3,0.8664875030517578
2023-03-23,BNF,0.65,3,122.75000000000001,1.1869771480560303
2023-03-29,BNF,0.65,3,37.199999999999974,3.1948955059051514
2023-04-06,BNF,0.65,3,38.65000000000002,1.0066075325012207
2023-04-13,BNF,0.65,3,31.35000000000001,1.4968233108520508
2023-04-20,BNF,0.65,3,12.899999999999999,1.0126550197601318
2023-04-27,BNF,0.65,3,-25.50000000000003,1.6405422687530518
2023-05-04,BNF,0.65,3,74.6,1.1753277778625488
2023-05-11,BNF,0.65,3,63.59999999999997,1.5415496826171875
2023-05-18,BNF,0.65,3,2.6500000000000057,1.4206178188323975
2023-05-25,BNF,0.65,3,-2.70000000000001,2.6269795894622803
2023-06-01,BNF,0.65,3,41.95000000000002,1.6838064193725586
2023-06-08,BNF,0.65,3,-23.899999999999988,1.3667144775390625
2023-06-15,BNF,0.65,3,57.050000000000004,2.6319353580474854
2023-06-22,BNF,0.65,3,88.65000000000002,1.3623931407928467
2023-07-13,BNF,0.65,3,0,16.473106384277344
2022-09-01,BNF,0.7,3,8.199999999999974,1.603485107421875
2022-09-08,BNF,0.7,3,39.800000000000004,1.0599477291107178
2022-09-15,BNF,0.7,3,36.250000000000014,1.150259017944336
2022-09-22,BNF,0.7,3,-3.649999999999956,1.3337218761444092
2022-09-29,BNF,0.7,3,194.55,1.6830418109893799
2022-10-06,BNF,0.7,3,179.74999999999997,1.6033096313476562
2022-10-13,BNF,0.7,3,175.14999999999998,1.7448265552520752
