date,expiry_date,time,stoploss,strike_price,actual_strike_price,call_start,call_stop,call_stop_time,put_start,put_stop,put_stop_time,net,net_gain,net_loss
02-06-2022,02-06-2022,10:45,0.05,35500,35547.3,150.1,132.7,2022-06-02 10:48:00,129.85,112.85,2022-06-02 11:15:00,-34.400000000000006,,-34.400000000000006
09-06-2022,09-06-2022,10:45,0.05,34800,34819.95,107.4,97.95,2022-06-09 10:47:00,103.1,95.4,2022-06-09 10:50:00,-17.14999999999999,,-17.14999999999999
16-06-2022,16-06-2022,10:45,0.05,33400,33487.05,165.0,144.8,2022-06-16 11:06:00,103.05,92.9,2022-06-16 10:46:00,-30.34999999999998,,-30.34999999999998
23-06-2022,23-06-2022,10:45,0.05,33300,33352.85,154.95,144.1,2022-06-23 10:54:00,120.5,111.9,2022-06-23 10:46:00,-19.44999999999999,,-19.44999999999999
30-06-2022,30-06-2022,10:45,0.05,33400,33467.2,220.6,209.2,2022-06-30 10:46:00,113.7,101.9,2022-06-30 12:39:00,-23.200000000000003,,-23.200000000000003
07-07-2022,07-07-2022,10:45,0.05,34600,34691.5,178.9,166.4,2022-07-07 10:46:00,85.9,80.8,2022-07-07 11:45:00,-17.60000000000001,,-17.60000000000001
14-07-2022,14-07-2022,10:45,0.05,34800,34876.6,163.95,154.15,2022-07-14 10:46:00,93.45,74.4,2022-07-14 10:54:00,-28.84999999999998,,-28.84999999999998
21-07-2022,21-07-2022,10:45,0.05,36000,36079.75,163.9,146.15,2022-07-21 11:04:00,75.3,69.5,2022-07-21 10:48:00,-23.549999999999997,,-23.549999999999997
28-07-2022,28-07-2022,10:45,0.05,37200,37288.55,150.45,140.65,2022-07-28 10:52:00,77.75,73.35,2022-07-28 10:46:00,-14.199999999999989,,-14.199999999999989
04-08-2022,04-08-2022,10:45,0.05,37900,37970.7,171.4,156.65,2022-08-04 11:01:00,86.45,73.5,2022-08-04 10:47:00,-27.700000000000003,,-27.700000000000003
11-08-2022,11-08-2022,10:45,0.05,38800,38862.15,145.6,134.0,2022-08-11 10:47:00,90.4,84.3,2022-08-11 11:02:00,-17.700000000000003,,-17.700000000000003
18-08-2022,18-08-2022,10:45,0.05,39500,39550.4,139.55,129.75,2022-08-18 10:46:00,74.2,68.0,2022-08-18 10:51:00,-16.000000000000014,,-16.000000000000014
25-08-2022,25-08-2022,10:45,0.05,39300,39332.95,125.7,118.75,2022-08-25 10:46:00,95.65,88.3,2022-08-25 10:47:00,-14.300000000000011,,-14.300000000000011
01-09-2022,01-09-2022,10:45,0.05,39500,39554.85,217.6,202.35,2022-09-01 10:48:00,147.35,134.45,2022-09-01 10:57:00,-28.150000000000006,,-28.150000000000006
08-09-2022,08-09-2022,10:45,0.05,39800,39899.95,182.35,172.6,2022-09-08 11:18:00,107.2,95.25,2022-09-08 10:46:00,-21.700000000000003,,-21.700000000000003
15-09-2022,15-09-2022,10:45,0.05,41200,41295.95,219.8,202.55,2022-09-15 10:49:00,170.15,150.95,2022-09-15 10:46:00,-36.45000000000002,,-36.45000000000002
22-09-2022,22-09-2022,10:45,0.05,40700,40714.1,197.0,185.85,2022-09-22 10:56:00,145.25,136.55,2022-09-22 10:48:00,-19.849999999999994,,-19.849999999999994
29-09-2022,29-09-2022,10:45,0.05,37900,37976.95,199.0,175.1,2022-09-29 11:06:00,137.75,129.6,2022-09-29 10:46:00,-32.05000000000001,,-32.05000000000001
06-10-2022,06-10-2022,10:45,0.05,39400,39440.45,146.9,138.6,2022-10-06 10:51:00,131.95,123.7,2022-10-06 10:54:00,-16.549999999999997,,-16.549999999999997
13-10-2022,13-10-2022,10:45,0.05,38700,38729.45,176.8,158.7,2022-10-13 10:49:00,124.25,117.3,2022-10-13 12:45:00,-25.050000000000026,,-25.050000000000026
20-10-2022,20-10-2022,10:45,0.05,40000,40012.75,127.1,114.2,2022-10-20 10:59:00,115.6,106.75,2022-10-20 10:47:00,-21.749999999999986,,-21.749999999999986
27-10-2022,27-10-2022,10:45,0.05,41300,41330.85,118.75,111.8,2022-10-27 11:24:00,112.8,100.1,2022-10-27 10:46:00,-19.650000000000006,,-19.650000000000006
03-11-2022,03-11-2022,10:45,0.05,41300,41365.8,149.6,137.25,2022-11-03 11:00:00,127.3,114.45,2022-11-03 10:48:00,-25.19999999999999,,-25.19999999999999
10-11-2022,10-11-2022,10:45,0.05,41400,41496.9,163.4,151.4,2022-11-10 10:47:00,45.9,43.1,2022-11-10 11:34:00,-14.799999999999997,,-14.799999999999997
17-11-2022,17-11-2022,10:45,0.05,42400,42462.25,117.25,110.65,2022-11-17 10:59:00,63.8,60.25,2022-11-17 10:47:00,-10.149999999999991,,-10.149999999999991
24-11-2022,24-11-2022,10:45,0.05,42900,42934.8,89.35,83.75,2022-11-24 11:28:00,51.35,48.4,2022-11-24 10:54:00,-8.549999999999997,,-8.549999999999997
01-12-2022,01-12-2022,10:45,0.05,43300,43386.2,140.85,127.75,2022-12-01 11:10:00,39.55,32.8,2022-12-01 10:51:00,-19.849999999999994,,-19.849999999999994
