date,expiry_date,time,stoploss,strike_price,actual_strike_price,call_start,call_stop,call_stop_time,put_start,put_stop,put_stop_time,net,net_gain,net_loss
02-06-2022,02-06-2022,10:50,0.05,35500,35493.2,129.7,120.8,2022-06-02 10:51:00,147.45,134.35,2022-06-02 10:54:00,-21.999999999999986,,-21.999999999999986
09-06-2022,09-06-2022,10:50,0.05,34800,34792.9,115.2,103.4,2022-06-09 10:53:00,95.4,85.65,2022-06-09 10:51:00,-21.549999999999997,,-21.549999999999997
16-06-2022,16-06-2022,10:50,0.05,33500,33463.2,115.6,107.7,2022-06-16 10:52:00,138.4,126.95,2022-06-16 10:57:00,-19.349999999999994,,-19.349999999999994
23-06-2022,23-06-2022,10:50,0.05,33400,33349.85,107.1,96.25,2022-06-23 10:54:00,166.6,149.3,2022-06-23 10:56:00,-28.149999999999977,,-28.149999999999977
30-06-2022,30-06-2022,10:50,0.05,33500,33473.0,122.3,115.9,2022-06-30 10:52:00,190.0,177.05,2022-06-30 11:26:00,-19.34999999999998,,-19.34999999999998
07-07-2022,07-07-2022,10:50,0.05,34700,34690.65,110.7,98.9,2022-07-07 10:53:00,136.25,127.85,2022-07-07 11:45:00,-20.200000000000003,,-20.200000000000003
14-07-2022,14-07-2022,10:50,0.05,34900,34883.75,106.95,98.75,2022-07-14 11:09:00,141.4,110.65,2022-07-14 10:54:00,-38.95,,-38.95
21-07-2022,21-07-2022,10:50,0.05,36200,36103.1,71.35,51.45,2022-07-21 11:04:00,170.0,155.35,2022-07-21 10:54:00,-34.55,,-34.55
28-07-2022,28-07-2022,10:50,0.05,37300,37267.65,93.6,88.6,2022-07-28 10:52:00,125.45,117.8,2022-07-28 10:56:00,-12.650000000000006,,-12.650000000000006
04-08-2022,04-08-2022,10:50,0.05,38100,38004.35,72.7,63.85,2022-08-04 11:01:00,179.2,166.65,2022-08-04 10:51:00,-21.399999999999984,,-21.399999999999984
11-08-2022,11-08-2022,10:50,0.05,38900,38852.05,82.0,77.6,2022-08-11 11:10:00,142.4,134.8,2022-08-11 10:54:00,-12.0,,-12.0
18-08-2022,18-08-2022,10:50,0.05,39600,39545.15,81.8,76.85,2022-08-18 11:02:00,117.65,110.45,2022-08-18 10:51:00,-12.150000000000006,,-12.150000000000006
25-08-2022,25-08-2022,10:50,0.05,39400,39338.25,81.4,76.3,2022-08-25 11:14:00,139.6,132.0,2022-08-25 10:53:00,-12.700000000000003,,-12.700000000000003
01-09-2022,01-09-2022,10:50,0.05,39600,39552.75,153.25,142.0,2022-09-01 10:53:00,212.0,200.85,2022-09-01 10:55:00,-22.400000000000006,,-22.400000000000006
08-09-2022,08-09-2022,10:50,0.05,40000,39910.7,92.0,86.35,2022-09-08 11:15:00,189.0,175.85,2022-09-08 10:59:00,-18.80000000000001,,-18.80000000000001
