date,expiry_date,time,stoploss,strike_price,actual_strike_price,call_start,call_stop,call_stop_time,put_start,put_stop,put_stop_time,net,net_gain,net_loss
02-06-2022,02-06-2022,12:56,0.05,35600,35516.3,104.65,95.3,2022-06-02 12:57:00,143.4,132.8,2022-06-02 13:34:00,-19.950000000000003,,-19.950000000000003
09-06-2022,09-06-2022,12:56,0.05,34900,34867.9,66.65,63.15,2022-06-09 12:57:00,108.3,101.05,2022-06-09 14:00:00,-10.750000000000007,,-10.750000000000007
16-06-2022,16-06-2022,12:56,0.05,33100,33073.6,92.0,79.8,2022-06-16 13:02:00,145.3,121.65,2022-06-16 12:57:00,-35.85000000000001,,-35.85000000000001
23-06-2022,23-06-2022,12:56,0.05,32800,32793.9,107.75,88.95,2022-06-23 13:07:00,122.75,109.7,2022-06-23 12:59:00,-31.849999999999994,,-31.849999999999994
30-06-2022,30-06-2022,12:56,0.05,33500,33417.05,89.6,82.65,2022-06-30 13:00:00,189.3,173.8,2022-06-30 13:04:00,-22.44999999999999,,-22.44999999999999
07-07-2022,07-07-2022,12:56,0.05,34800,34734.0,55.8,46.3,2022-07-07 14:01:00,155.75,127.7,2022-07-07 13:00:00,-37.55,,-37.55
14-07-2022,14-07-2022,12:56,0.05,34800,34726.5,63.4,58.15,2022-07-14 13:03:00,148.8,136.1,2022-07-14 12:59:00,-17.950000000000017,,-17.950000000000017
21-07-2022,21-07-2022,12:56,0.05,36400,36326.15,40.45,34.1,2022-07-21 12:57:00,153.75,201.35,2022-07-21 15:20:00,41.24999999999999,41.24999999999999,
28-07-2022,28-07-2022,12:56,0.05,37400,37318.7,45.7,42.35,2022-07-28 12:58:00,135.3,127.4,2022-07-28 13:07:00,-11.250000000000007,,-11.250000000000007
04-08-2022,04-08-2022,12:56,0.05,37800,37705.95,51.05,36.55,2022-08-04 13:07:00,154.35,139.65,2022-08-04 12:57:00,-29.19999999999999,,-29.19999999999999
11-08-2022,11-08-2022,12:56,0.05,38900,38887.1,76.1,70.1,2022-08-11 12:58:00,79.35,73.05,2022-08-11 13:13:00,-12.299999999999997,,-12.299999999999997
18-08-2022,18-08-2022,12:56,0.05,39500,39409.5,36.7,34.15,2022-08-18 12:57:00,126.15,116.35,2022-08-18 12:59:00,-12.350000000000016,,-12.350000000000016
25-08-2022,25-08-2022,12:56,0.05,39500,39449.55,70.4,65.55,2022-08-25 13:00:00,93.1,561.6,2022-08-25 15:20:00,463.65,463.65,
01-09-2022,01-09-2022,12:56,0.05,39500,39426.9,101.65,76.1,2022-09-01 12:58:00,189.35,171.0,2022-09-01 15:11:00,-43.900000000000006,,-43.900000000000006
08-09-2022,08-09-2022,12:56,0.05,40100,40056.7,89.0,70.95,2022-09-08 12:59:00,141.85,132.95,2022-09-08 13:19:00,-26.950000000000003,,-26.950000000000003
15-09-2022,15-09-2022,12:56,0.05,41300,41282.4,121.45,114.75,2022-09-15 12:57:00,112.6,104.5,2022-09-15 13:03:00,-14.799999999999997,,-14.799999999999997
22-09-2022,22-09-2022,12:56,0.05,40500,40450.05,130.2,118.75,2022-09-22 12:57:00,127.3,112.75,2022-09-22 13:03:00,-25.999999999999986,,-25.999999999999986
29-09-2022,29-09-2022,12:56,0.05,37700,37616.6,76.0,68.8,2022-09-29 13:00:00,181.95,167.75,2022-09-29 12:58:00,-21.39999999999999,,-21.39999999999999
06-10-2022,06-10-2022,12:56,0.05,39600,39554.5,83.25,79.0,2022-10-06 13:06:00,132.8,122.25,2022-10-06 12:57:00,-14.800000000000011,,-14.800000000000011
13-10-2022,13-10-2022,12:56,0.05,38700,38648.25,81.75,76.5,2022-10-13 13:01:00,118.0,111.75,2022-10-13 12:57:00,-11.5,,-11.5
20-10-2022,20-10-2022,12:56,0.05,40100,40012.1,48.1,41.7,2022-10-20 13:00:00,162.9,149.05,2022-10-20 13:02:00,-20.249999999999993,,-20.249999999999993
27-10-2022,27-10-2022,12:56,0.05,41300,41265.45,85.95,79.3,2022-10-27 12:57:00,91.5,83.9,2022-10-27 13:00:00,-14.25,,-14.25
03-11-2022,03-11-2022,12:56,0.05,41300,41257.6,59.0,54.7,2022-11-03 14:17:00,118.95,107.7,2022-11-03 13:00:00,-15.549999999999997,,-15.549999999999997
10-11-2022,10-11-2022,12:56,0.05,41400,41334.1,52.5,43.95,2022-11-10 12:58:00,87.7,76.85,2022-11-10 13:05:00,-19.400000000000006,,-19.400000000000006
17-11-2022,17-11-2022,12:56,0.05,42500,42497.5,63.8,54.25,2022-11-17 13:15:00,60.05,53.8,2022-11-17 12:57:00,-15.799999999999997,,-15.799999999999997
24-11-2022,24-11-2022,12:56,0.05,43000,42969.95,39.15,35.15,2022-11-24 13:03:00,88.6,82.25,2022-11-24 12:58:00,-10.349999999999994,,-10.349999999999994
01-12-2022,01-12-2022,12:56,0.05,43400,43380.4,70.0,66.5,2022-12-01 13:03:00,46.5,43.85,2022-12-01 13:00:00,-6.149999999999999,,-6.149999999999999
08-12-2022,08-12-2022,12:56,0.05,43400,43370.65,47.4,192.7,2022-12-08 15:20:00,81.75,75.8,2022-12-08 12:57:00,139.34999999999997,139.34999999999997,
15-12-2022,15-12-2022,12:56,0.05,43900,43838.6,45.05,39.45,2022-12-15 13:14:00,90.55,84.95,2022-12-15 12:58:00,-11.199999999999989,,-11.199999999999989
22-12-2022,22-12-2022,12:56,0.05,42300,42264.75,91.35,115.5,2022-12-22 15:20:00,107.6,101.85,2022-12-22 12:57:00,18.400000000000006,18.400000000000006,
29-12-2022,29-12-2022,12:56,0.05,42700,42646.05,53.0,556.1,2022-12-29 15:20:00,123.75,116.95,2022-12-29 12:57:00,496.3,496.3,
05-01-2023,05-01-2023,12:56,0.05,42600,42582.55,113.9,106.95,2023-01-05 12:57:00,101.3,89.6,2023-01-05 13:13:00,-18.650000000000006,,-18.650000000000006
12-01-2023,12-01-2023,12:56,0.05,42100,42050.2,74.85,56.7,2023-01-12 13:10:00,146.85,128.1,2023-01-12 13:00:00,-36.89999999999999,,-36.89999999999999
19-01-2023,19-01-2023,12:56,0.05,42300,42285.75,81.55,64.05,2023-01-19 13:15:00,106.05,96.5,2023-01-19 12:57:00,-27.049999999999997,,-27.049999999999997
25-01-2023,25-01-2023,12:56,0.05,41900,41800.65,61.85,56.55,2023-01-25 12:57:00,137.4,116.3,2023-01-25 13:31:00,-26.400000000000013,,-26.400000000000013
25-01-2023,25-01-2023,12:56,0.05,41900,41800.65,61.85,56.55,2023-01-25 12:57:00,137.4,116.3,2023-01-25 13:31:00,-26.400000000000013,,-26.400000000000013
02-02-2023,02-02-2023,12:56,0.05,40400,40392.85,126.45,97.35,2023-02-02 13:02:00,170.4,160.35,2023-02-02 12:57:00,-39.15000000000002,,-39.15000000000002
09-02-2023,09-02-2023,12:56,0.05,41400,41343.4,61.65,58.3,2023-02-09 13:07:00,125.7,118.25,2023-02-09 12:57:00,-10.800000000000004,,-10.800000000000004
16-02-2023,16-02-2023,12:56,0.05,41800,41719.75,65.5,60.6,2023-02-16 12:59:00,135.35,115.0,2023-02-16 13:07:00,-25.249999999999993,,-25.249999999999993
23-02-2023,23-02-2023,12:56,0.05,40000,39917.3,67.9,56.75,2023-02-23 12:57:00,131.25,108.25,2023-02-23 13:06:00,-34.150000000000006,,-34.150000000000006
02-03-2023,02-03-2023,12:56,0.05,40600,40570.65,57.55,53.3,2023-03-02 12:57:00,87.1,68.7,2023-03-02 13:00:00,-22.64999999999999,,-22.64999999999999
09-03-2023,09-03-2023,12:56,0.05,41500,41466.55,52.2,45.85,2023-03-09 13:06:00,82.8,75.1,2023-03-09 12:57:00,-14.050000000000004,,-14.050000000000004
16-03-2023,16-03-2023,12:56,0.05,38900,38857.8,88.7,79.1,2023-03-16 13:08:00,129.05,122.25,2023-03-16 12:58:00,-16.40000000000002,,-16.40000000000002
23-03-2023,23-03-2023,12:56,0.05,40200,40157.6,77.5,68.25,2023-03-23 12:59:00,112.9,107.0,2023-03-23 12:57:00,-15.150000000000006,,-15.150000000000006
