datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2018-06-01 09:15:00,NIFTY,NSE,,,,,10738.45,10738.45,10717.35,10721.65,0,,0
2018-06-01 09:16:00,NIFTY,NSE,,,,,10721.7,10735.8,10718.25,10734.6,0,,1
2018-06-01 09:17:00,NIFTY,NSE,,,,,10735.95,10740.65,10734.95,10740.65,0,,2
2018-06-01 09:18:00,NIFTY,NSE,,,,,10740.25,10743.05,10740.05,10741.75,0,,3
2018-06-01 09:19:00,NIFTY,NSE,,,,,10742.2,10749.6,10742,10745.4,0,,4
2018-06-01 09:20:00,NIFTY,NSE,,,,,10745.7,10751.7,10744.1,10749.5,0,,5
2018-06-01 09:21:00,NIFTY,NSE,,,,,10750.1,10756.4,10750.1,10755.7,0,,6
2018-06-01 09:22:00,NIFTY,NSE,,,,,10756.2,10759.3,10746.95,10747.35,0,,7
2018-06-01 09:23:00,NIFTY,NSE,,,,,10747.2,10755.1,10747.2,10751.6,0,,8
2018-06-01 09:24:00,NIFTY,NSE,,,,,10751.3,10755.45,10749.9,10749.9,0,,9
2018-06-01 09:25:00,NIFTY,NSE,,,,,10750.6,10751.4,10746.7,10750.4,0,,10
2018-06-01 09:26:00,NIFTY,NSE,,,,,10750.35,10753.8,10750.2,10752.95,0,,11
2018-06-01 09:27:00,NIFTY,NSE,,,,,10752.7,10752.95,10747.7,10750.25,0,,12
2018-06-01 09:28:00,NIFTY,NSE,,,,,10751,10751.75,10746.7,10748.55,0,,13
2018-06-01 09:29:00,NIFTY,NSE,,,,,10748.8,10749.55,10745.35,10746,0,,14
2018-06-01 09:30:00,NIFTY,NSE,,,,,10745.95,10746.45,10737.45,10742.6,0,,15
2018-06-01 09:31:00,NIFTY,NSE,,,,,10742.1,10742.45,10734.95,10734.95,0,,16
2018-06-01 09:32:00,NIFTY,NSE,,,,,10735.6,10738.75,10731.95,10731.95,0,,17
2018-06-01 09:33:00,NIFTY,NSE,,,,,10732.6,10736.6,10731.25,10731.45,0,,18
2018-06-01 09:34:00,NIFTY,NSE,,,,,10732.4,10741.2,10731.5,10740.9,0,,19
2018-06-01 09:35:00,NIFTY,NSE,,,,,10740.6,10746.05,10740.1,10746.05,0,,20
2018-06-01 09:36:00,NIFTY,NSE,,,,,10747.1,10748.1,10745,10747.65,0,,21
2018-06-01 09:37:00,NIFTY,NSE,,,,,10747.3,10748.4,10743.7,10744.75,0,,22
2018-06-01 09:38:00,NIFTY,NSE,,,,,10744.25,10746.85,10741.3,10741.55,0,,23
2018-06-01 09:39:00,NIFTY,NSE,,,,,10740.1,10744.85,10739.15,10744.85,0,,24
2018-06-01 09:40:00,NIFTY,NSE,,,,,10744.05,10748.8,10744.05,10748.55,0,,25
2018-06-01 09:41:00,NIFTY,NSE,,,,,10748.7,10751.55,10747.85,10749.95,0,,26
2018-06-01 09:42:00,NIFTY,NSE,,,,,10750.3,10753.3,10750.25,10751.35,0,,27
2018-06-01 09:43:00,NIFTY,NSE,,,,,10751,10754,10751,10752.85,0,,28
2018-06-01 09:44:00,NIFTY,NSE,,,,,10753.05,10754.9,10751.9,10754.9,0,,29
2018-06-01 09:45:00,NIFTY,NSE,,,,,10754.85,10757.8,10754.3,10757.8,0,,30
2018-06-01 09:46:00,NIFTY,NSE,,,,,10757.15,10764.3,10757.15,10760.35,0,,31
2018-06-01 09:47:00,NIFTY,NSE,,,,,10759.8,10762.2,10759.2,10762.2,0,,32
2018-06-01 09:48:00,NIFTY,NSE,,,,,10762.1,10762.75,10760.4,10761.45,0,,33
2018-06-01 09:49:00,NIFTY,NSE,,,,,10761.35,10763.7,10760.15,10762.45,0,,34
2018-06-01 09:50:00,NIFTY,NSE,,,,,10762.55,10764.65,10759.4,10760.8,0,,35
