datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2018-07-30 09:15:00,CNXBAN,NSE,,,,,27767.65,27767.65,27721.35,27731.9,0,,0
2018-07-30 09:16:00,CNXBAN,NSE,,,,,27730.2,27753.05,27723.65,27744.6,0,,1
2018-07-30 09:17:00,CNXBAN,NSE,,,,,27743.3,27754.1,27728.45,27740.4,0,,2
2018-07-30 09:18:00,CNXBAN,NSE,,,,,27743.4,27764.75,27733,27762.85,0,,3
2018-07-30 09:19:00,CNXBAN,NSE,,,,,27763.15,27767.5,27739.65,27742.45,0,,4
2018-07-30 09:20:00,CNXBAN,NSE,,,,,27738,27755.9,27715.35,27716.6,0,,5
2018-07-30 09:21:00,CNXBAN,NSE,,,,,27712.85,27717.4,27681.1,27688.7,0,,6
2018-07-30 09:22:00,CNXBAN,NSE,,,,,27687.45,27703.95,27685.25,27689.7,0,,7
2018-07-30 09:23:00,CNXBAN,NSE,,,,,27691.35,27700.45,27675.75,27679.45,0,,8
2018-07-30 09:24:00,CNXBAN,NSE,,,,,27679.1,27699.3,27675.55,27692.35,0,,9
2018-07-30 09:25:00,CNXBAN,NSE,,,,,27692.45,27697.05,27684.3,27693.95,0,,10
2018-07-30 09:26:00,CNXBAN,NSE,,,,,27690.35,27690.35,27646.2,27650.5,0,,11
2018-07-30 09:27:00,CNXBAN,NSE,,,,,27656.15,27656.25,27629.2,27644.65,0,,12
2018-07-30 09:28:00,CNXBAN,NSE,,,,,27644.1,27673.45,27642.35,27672.8,0,,13
2018-07-30 09:29:00,CNXBAN,NSE,,,,,27673.65,27685.6,27669.95,27685.6,0,,14
2018-07-30 09:30:00,CNXBAN,NSE,,,,,27682,27691.8,27677,27688.7,0,,15
2018-07-30 09:31:00,CNXBAN,NSE,,,,,27688.35,27705.35,27677.8,27693.25,0,,16
2018-07-30 09:32:00,CNXBAN,NSE,,,,,27700.6,27708.1,27690.35,27701.55,0,,17
2018-07-30 09:33:00,CNXBAN,NSE,,,,,27699.9,27716,27695.5,27702.15,0,,18
2018-07-30 09:34:00,CNXBAN,NSE,,,,,27701.7,27702.3,27684.95,27694.75,0,,19
2018-07-30 09:35:00,CNXBAN,NSE,,,,,27696.4,27708.05,27694.25,27705.3,0,,20
2018-07-30 09:36:00,CNXBAN,NSE,,,,,27706.15,27720.15,27699.6,27699.6,0,,21
2018-07-30 09:37:00,CNXBAN,NSE,,,,,27704.15,27712.55,27700.65,27701.05,0,,22
2018-07-30 09:38:00,CNXBAN,NSE,,,,,27703.4,27721.55,27702.8,27718.6,0,,23
2018-07-30 09:39:00,CNXBAN,NSE,,,,,27718.55,27718.7,27708.75,27709.85,0,,24
2018-07-30 09:40:00,CNXBAN,NSE,,,,,27709.8,27713.8,27703.5,27713.8,0,,25
2018-07-30 09:41:00,CNXBAN,NSE,,,,,27715.05,27720.15,27712.15,27712.15,0,,26
2018-07-30 09:42:00,CNXBAN,NSE,,,,,27714.25,27721.4,27712,27718.9,0,,27
2018-07-30 09:43:00,CNXBAN,NSE,,,,,27719,27719.1,27696.65,27701.85,0,,28
2018-07-30 09:44:00,CNXBAN,NSE,,,,,27701.6,27711.4,27697.95,27706.1,0,,29
2018-07-30 09:45:00,CNXBAN,NSE,,,,,27706.55,27709.1,27688.1,27694.55,0,,30
2018-07-30 09:46:00,CNXBAN,NSE,,,,,27693.6,27698.35,27685.95,27697.15,0,,31
2018-07-30 09:47:00,CNXBAN,NSE,,,,,27696.7,27703.65,27690.9,27692.3,0,,32
2018-07-30 09:48:00,CNXBAN,NSE,,,,,27691.6,27700.4,27689.95,27698.4,0,,33
2018-07-30 09:49:00,CNXBAN,NSE,,,,,27697.55,27712.8,27697.55,27704.95,0,,34
2018-07-30 09:50:00,CNXBAN,NSE,,,,,27705.65,27713,27697.65,27708,0,,35
2018-07-30 09:51:00,CNXBAN,NSE,,,,,27705.5,27717.95,27702.55,27712.6,0,,36
2018-07-30 09:52:00,CNXBAN,NSE,,,,,27711.75,27717.1,27705.35,27709.4,0,,37
2018-07-30 09:53:00,CNXBAN,NSE,,,,,27709.45,27719,27707.2,27709.7,0,,38
2018-07-30 09:54:00,CNXBAN,NSE,,,,,27709.25,27716.25,27705.25,27705.25,0,,39
2018-07-30 09:55:00,CNXBAN,NSE,,,,,27708.85,27708.85,27694.35,27702.85,0,,40
2018-07-30 09:56:00,CNXBAN,NSE,,,,,27704.55,27707.45,27693.95,27693.95,0,,41
2018-07-30 09:57:00,CNXBAN,NSE,,,,,27693.9,27697.7,27688.05,27693.85,0,,42
2018-07-30 09:58:00,CNXBAN,NSE,,,,,27693.2,27693.85,27680.65,27686.25,0,,43
2018-07-30 09:59:00,CNXBAN,NSE,,,,,27684.7,27692.9,27680.75,27692.8,0,,44
2018-07-30 10:00:00,CNXBAN,NSE,,,,,27695.15,27719.8,27690.45,27712.7,0,,45
2018-07-30 10:01:00,CNXBAN,NSE,,,,,27714.4,27719.55,27709,27716.95,0,,46
2018-07-30 10:02:00,CNXBAN,NSE,,,,,27717.8,27720.5,27707.1,27707.15,0,,47
2018-07-30 10:03:00,CNXBAN,NSE,,,,,27711.45,27723.8,27705.4,27721.8,0,,48
2018-07-30 10:04:00,CNXBAN,NSE,,,,,27722.7,27722.7,27713.4,27713.4,0,,49
2018-07-30 10:05:00,CNXBAN,NSE,,,,,27714.35,27714.4,27702.4,27704.35,0,,50
2018-07-30 10:06:00,CNXBAN,NSE,,,,,27704.35,27704.35,27678.8,27689.1,0,,51
2018-07-30 10:07:00,CNXBAN,NSE,,,,,27690,27695.95,27687.45,27694.85,0,,52
2018-07-30 10:08:00,CNXBAN,NSE,,,,,27695.75,27706.3,27691.5,27706.3,0,,53
2018-07-30 10:09:00,CNXBAN,NSE,,,,,27702,27705.4,27692.95,27692.95,0,,54
2018-07-30 10:10:00,CNXBAN,NSE,,,,,27695.3,27701.3,27692.6,27694.15,0,,55
2018-07-30 10:11:00,CNXBAN,NSE,,,,,27693.15,27693.15,27669.05,27672.5,0,,56
2018-07-30 10:12:00,CNXBAN,NSE,,,,,27668.35,27668.35,27653.6,27658.35,0,,57
2018-07-30 10:13:00,CNXBAN,NSE,,,,,27658.25,27672.65,27644.6,27646.7,0,,58
2018-07-30 10:14:00,CNXBAN,NSE,,,,,27646.25,27652.75,27641.25,27649.15,0,,59
2018-07-30 10:15:00,CNXBAN,NSE,,,,,27650.65,27652.95,27641.55,27646.1,0,,60
2018-07-30 10:16:00,CNXBAN,NSE,,,,,27646.35,27646.35,27633.5,27634.9,0,,61
2018-07-30 10:17:00,CNXBAN,NSE,,,,,27633.2,27643.3,27628.1,27643.3,0,,62
2018-07-30 10:18:00,CNXBAN,NSE,,,,,27641.85,27661.35,27638.15,27658.65,0,,63
2018-07-30 10:19:00,CNXBAN,NSE,,,,,27658.95,27664.15,27655.35,27663.4,0,,64
2018-07-30 10:20:00,CNXBAN,NSE,,,,,27664.05,27673.95,27657.2,27659.35,0,,65
2018-07-30 10:21:00,CNXBAN,NSE,,,,,27659.1,27661.2,27653,27657.55,0,,66
2018-07-30 10:22:00,CNXBAN,NSE,,,,,27657.05,27659.1,27647.95,27652.7,0,,67
2018-07-30 10:23:00,CNXBAN,NSE,,,,,27652.55,27656.7,27648.3,27655.15,0,,68
2018-07-30 10:24:00,CNXBAN,NSE,,,,,27655.4,27656.35,27648,27655.25,0,,69
2018-07-30 10:25:00,CNXBAN,NSE,,,,,27654.55,27654.55,27638,27642.05,0,,70
2018-07-30 10:26:00,CNXBAN,NSE,,,,,27642.95,27650.45,27640.65,27644.5,0,,71
2018-07-30 10:27:00,CNXBAN,NSE,,,,,27644.25,27652.65,27642.95,27648.35,0,,72
2018-07-30 10:28:00,CNXBAN,NSE,,,,,27647.7,27648.7,27637.35,27638.05,0,,73
2018-07-30 10:29:00,CNXBAN,NSE,,,,,27638.55,27638.55,27617.4,27625.65,0,,74
2018-07-30 10:30:00,CNXBAN,NSE,,,,,27623.65,27636.2,27622.35,27623.5,0,,75
2018-07-30 10:31:00,CNXBAN,NSE,,,,,27625.25,27632.1,27621.55,27630.3,0,,76
2018-07-30 10:32:00,CNXBAN,NSE,,,,,27630.15,27647.15,27628.95,27646.8,0,,77
2018-07-30 10:33:00,CNXBAN,NSE,,,,,27647.5,27647.5,27639.7,27643.3,0,,78
2018-07-30 10:34:00,CNXBAN,NSE,,,,,27642.75,27645.9,27636.95,27641.9,0,,79
2018-07-30 10:35:00,CNXBAN,NSE,,,,,27640.4,27640.85,27627.65,27628.4,0,,80
2018-07-30 10:36:00,CNXBAN,NSE,,,,,27628.85,27630.25,27622.45,27623.9,0,,81
2018-07-30 10:37:00,CNXBAN,NSE,,,,,27628.2,27631.5,27612.15,27612.15,0,,82
2018-07-30 10:38:00,CNXBAN,NSE,,,,,27610.9,27626.45,27609.65,27621.4,0,,83
2018-07-30 10:39:00,CNXBAN,NSE,,,,,27621.75,27637,27617.5,27637,0,,84
2018-07-30 10:40:00,CNXBAN,NSE,,,,,27637.1,27651.7,27634.9,27641.35,0,,85
2018-07-30 10:41:00,CNXBAN,NSE,,,,,27640.9,27643.2,27630.25,27641.05,0,,86
2018-07-30 10:42:00,CNXBAN,NSE,,,,,27642.05,27644.5,27631.6,27635.15,0,,87
2018-07-30 10:43:00,CNXBAN,NSE,,,,,27634.7,27642.1,27633.25,27637.55,0,,88
2018-07-30 10:44:00,CNXBAN,NSE,,,,,27637.8,27639.4,27627.95,27632.5,0,,89
