datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
2018-08-01 09:15:00,CNXBAN,NSE,,,,,27684.8,27779.65,27684.8,27766.85,0,,0
2018-08-01 09:16:00,CNXBAN,NSE,,,,,27767.5,27769.85,27757.45,27761.05,0,,1
2018-08-01 09:17:00,CNXBAN,NSE,,,,,27760.6,27765.35,27739.7,27750.15,0,,2
2018-08-01 09:18:00,CNXBAN,NSE,,,,,27750.85,27763.05,27741.65,27760.7,0,,3
2018-08-01 09:19:00,CNXBAN,NSE,,,,,27762.05,27763.35,27750.35,27763.35,0,,4
2018-08-01 09:20:00,CNXBAN,NSE,,,,,27761.2,27778.95,27757.55,27776.7,0,,5
2018-08-01 09:21:00,CNXBAN,NSE,,,,,27775.8,27781.35,27768.6,27780.5,0,,6
2018-08-01 09:22:00,CNXBAN,NSE,,,,,27778.3,27786.1,27763,27774.95,0,,7
2018-08-01 09:23:00,CNXBAN,NSE,,,,,27775.2,27793.05,27771.4,27793.05,0,,8
2018-08-01 09:24:00,CNXBAN,NSE,,,,,27793.15,27812.45,27793,27807.05,0,,9
2018-08-01 09:25:00,CNXBAN,NSE,,,,,27809.2,27819.3,27803.7,27807.45,0,,10
2018-08-01 09:26:00,CNXBAN,NSE,,,,,27809.9,27817.15,27803.55,27813.4,0,,11
2018-08-01 09:27:00,CNXBAN,NSE,,,,,27812.9,27818.35,27805.3,27817.2,0,,12
2018-08-01 09:28:00,CNXBAN,NSE,,,,,27817.5,27819.4,27810.7,27814.5,0,,13
2018-08-01 09:29:00,CNXBAN,NSE,,,,,27815.55,27815.55,27795,27801.2,0,,14
2018-08-01 09:30:00,CNXBAN,NSE,,,,,27802.55,27806.3,27797.3,27802.75,0,,15
2018-08-01 09:31:00,CNXBAN,NSE,,,,,27806.55,27814,27798.25,27814,0,,16
2018-08-01 09:32:00,CNXBAN,NSE,,,,,27813.05,27815.05,27799.75,27805.45,0,,17
