,datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
0,2022-04-19 07:35:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,0
1,2022-04-19 07:40:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,1
2,2022-04-19 07:45:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,2
3,2022-04-19 07:50:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,3
4,2022-04-19 07:55:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,4
5,2022-04-19 08:00:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,5
6,2022-04-19 08:05:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,6
7,2022-04-19 08:10:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,7
8,2022-04-19 08:15:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,8
9,2022-04-19 08:20:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,9
10,2022-04-19 08:25:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,10
11,2022-04-19 08:30:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,11
12,2022-04-19 08:35:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,12
13,2022-04-19 08:40:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,13
14,2022-04-19 08:45:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,14
15,2022-04-19 08:50:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,15
16,2022-04-19 08:55:00,NIFTY,NSE,,,,,17173.65,17173.65,17173.65,17173.65,,,16
17,2022-04-19 09:00:00,NIFTY,NSE,,,,,17173.65,17173.65,17059.3,17110.7,,,17
18,2022-04-19 09:05:00,NIFTY,NSE,,,,,17151.9,17241.45,17150,17236.15,,,18
19,2022-04-19 09:10:00,NIFTY,NSE,,,,,17236.05,17268.6,17225.65,17258.95,,,19
20,2022-04-19 09:15:00,NIFTY,NSE,,,,,17258.95,17258.95,17240.15,17241.2,,,20
21,2022-04-19 09:20:00,NIFTY,NSE,,,,,17245.25,17273.15,17207.45,17207.55,,,21
22,2022-04-19 09:25:00,NIFTY,NSE,,,,,17208.8,17208.8,17177.45,17179.5,,,22
23,2022-04-19 09:30:00,NIFTY,NSE,,,,,17179,17205.4,17177.85,17203.1,,,23
24,2022-04-19 09:35:00,NIFTY,NSE,,,,,17203.05,17214.7,17184.65,17192.45,,,24
25,2022-04-19 09:40:00,NIFTY,NSE,,,,,17192.6,17192.6,17153.1,17159.6,,,25
26,2022-04-19 09:45:00,NIFTY,NSE,,,,,17160.7,17185.9,17158.25,17185.75,,,26
27,2022-04-19 09:50:00,NIFTY,NSE,,,,,17187.15,17187.25,17168.75,17172.45,,,27
28,2022-04-19 09:55:00,NIFTY,NSE,,,,,17172.6,17190.9,17172.2,17176.3,,,28
29,2022-04-19 10:00:00,NIFTY,NSE,,,,,17177.5,17184.75,17171,17182.45,,,29
30,2022-04-19 10:05:00,NIFTY,NSE,,,,,17183,17207,17182.8,17206.15,,,30
31,2022-04-19 10:10:00,NIFTY,NSE,,,,,17205.95,17206.4,17181.75,17191.5,,,31
32,2022-04-19 10:15:00,NIFTY,NSE,,,,,17192.9,17201,17186.4,17194.2,,,32
33,2022-04-19 10:20:00,NIFTY,NSE,,,,,17195.15,17195.15,17175.65,17176.55,,,33
34,2022-04-19 10:25:00,NIFTY,NSE,,,,,17175.95,17178.95,17167.7,17169.45,,,34
35,2022-04-19 10:30:00,NIFTY,NSE,,,,,17169.15,17180.85,17166.85,17176.25,,,35
36,2022-04-19 10:35:00,NIFTY,NSE,,,,,17176.4,17189.1,17173.05,17178.8,,,36
37,2022-04-19 10:40:00,NIFTY,NSE,,,,,17178.45,17186.05,17175.1,17186.05,,,37
38,2022-04-19 10:45:00,NIFTY,NSE,,,,,17186.65,17194.05,17184.2,17193.2,,,38
39,2022-04-19 10:50:00,NIFTY,NSE,,,,,17193.85,17195.75,17179.05,17184.9,,,39
40,2022-04-19 10:55:00,NIFTY,NSE,,,,,17184.9,17188.1,17175,17177.75,,,40
41,2022-04-19 11:00:00,NIFTY,NSE,,,,,17177.45,17183.45,17163.85,17163.85,,,41
42,2022-04-19 11:05:00,NIFTY,NSE,,,,,17163.75,17183.15,17162.95,17182.75,,,42
43,2022-04-19 11:10:00,NIFTY,NSE,,,,,17182.8,17191.35,17181.95,17183.6,,,43
44,2022-04-19 11:15:00,NIFTY,NSE,,,,,17183.5,17196.45,17183.15,17196,,,44
45,2022-04-19 11:20:00,NIFTY,NSE,,,,,17196,17210.75,17195.95,17201.45,,,45
46,2022-04-19 11:25:00,NIFTY,NSE,,,,,17201.15,17219.1,17198.45,17210.35,,,46
47,2022-04-19 11:30:00,NIFTY,NSE,,,,,17210,17211.4,17200.95,17204.1,,,47
48,2022-04-19 11:35:00,NIFTY,NSE,,,,,17204.35,17208.8,17189.9,17205.9,,,48
49,2022-04-19 11:40:00,NIFTY,NSE,,,,,17206.35,17222.1,17205.6,17218.4,,,49
