,datetime,stock_code,exchange_code,product_type,expiry_date,right,strike_price,open,high,low,close,volume,open_interest,count
50,2022-04-19 11:45:00,NIFTY,NSE,,,,,17218.4,17223.9,17214.75,17223.55,,,50
51,2022-04-19 11:50:00,NIFTY,NSE,,,,,17223.7,17236.7,17220.05,17230.7,,,51
52,2022-04-19 11:55:00,NIFTY,NSE,,,,,17231.55,17242.2,17228.55,17239.1,,,52
53,2022-04-19 12:00:00,NIFTY,NSE,,,,,17239.15,17240.6,17230.3,17233.75,,,53
54,2022-04-19 12:05:00,NIFTY,NSE,,,,,17234.1,17237.3,17219.55,17219.6,,,54
55,2022-04-19 12:10:00,NIFTY,NSE,,,,,17219.55,17233.6,17216.5,17232.3,,,55
56,2022-04-19 12:15:00,NIFTY,NSE,,,,,17232.75,17239.5,17230,17238.5,,,56
57,2022-04-19 12:20:00,NIFTY,NSE,,,,,17238.55,17248.45,17233.9,17247.45,,,57
58,2022-04-19 12:25:00,NIFTY,NSE,,,,,17247.3,17255.4,17242.25,17242.4,,,58
59,2022-04-19 12:30:00,NIFTY,NSE,,,,,17242.8,17245.9,17232.1,17233.35,,,59
60,2022-04-19 12:35:00,NIFTY,NSE,,,,,17233.1,17233.1,17220.8,17232.9,,,60
61,2022-04-19 12:40:00,NIFTY,NSE,,,,,17231.7,17233,17221.45,17221.75,,,61
62,2022-04-19 12:45:00,NIFTY,NSE,,,,,17221.8,17222.1,17206.45,17210.85,,,62
63,2022-04-19 12:50:00,NIFTY,NSE,,,,,17210.3,17223,17208.05,17218.25,,,63
64,2022-04-19 12:55:00,NIFTY,NSE,,,,,17218.35,17218.7,17202.5,17208.3,,,64
65,2022-04-19 13:00:00,NIFTY,NSE,,,,,17208.45,17208.5,17193.55,17198.4,,,65
66,2022-04-19 13:05:00,NIFTY,NSE,,,,,17198.15,17208,17191.2,17199.1,,,66
67,2022-04-19 13:10:00,NIFTY,NSE,,,,,17199.15,17204.35,17171.15,17173.8,,,67
68,2022-04-19 13:15:00,NIFTY,NSE,,,,,17173.35,17183.3,17170.3,17181.2,,,68
69,2022-04-19 13:20:00,NIFTY,NSE,,,,,17181.3,17213.3,17181.3,17212.75,,,69
70,2022-04-19 13:25:00,NIFTY,NSE,,,,,17213.1,17231.35,17213.1,17230.6,,,70
71,2022-04-19 13:30:00,NIFTY,NSE,,,,,17231.05,17239.2,17225.5,17233.7,,,71
72,2022-04-19 13:35:00,NIFTY,NSE,,,,,17234.3,17243.05,17232.8,17238.35,,,72
73,2022-04-19 13:40:00,NIFTY,NSE,,,,,17238.1,17250.75,17233.9,17242.25,,,73
74,2022-04-19 13:45:00,NIFTY,NSE,,,,,17241.65,17250.7,17224.55,17231.35,,,74
75,2022-04-19 13:50:00,NIFTY,NSE,,,,,17231.45,17252.55,17225.7,17249.4,,,75
76,2022-04-19 13:55:00,NIFTY,NSE,,,,,17249.7,17253.1,17244.55,17250.5,,,76
77,2022-04-19 14:00:00,NIFTY,NSE,,,,,17250.55,17251.6,17236.85,17238.85,,,77
78,2022-04-19 14:05:00,NIFTY,NSE,,,,,17239.75,17267.5,17239.65,17261.65,,,78
79,2022-04-19 14:10:00,NIFTY,NSE,,,,,17262.4,17269.6,17254.15,17268.35,,,79
80,2022-04-19 14:15:00,NIFTY,NSE,,,,,17267.9,17268.65,17244.85,17244.85,,,80
81,2022-04-19 14:20:00,NIFTY,NSE,,,,,17245.25,17250.8,17233.25,17238.85,,,81
82,2022-04-19 14:25:00,NIFTY,NSE,,,,,17238.35,17248.25,17225.3,17234.25,,,82
83,2022-04-19 14:30:00,NIFTY,NSE,,,,,17233.9,17248.25,17233.3,17234.35,,,83
84,2022-04-19 14:35:00,NIFTY,NSE,,,,,17234.2,17234.85,17206.85,17219.2,,,84
85,2022-04-19 14:40:00,NIFTY,NSE,,,,,17218.15,17240.95,17218.15,17228.35,,,85
86,2022-04-19 14:45:00,NIFTY,NSE,,,,,17228.2,17229.4,17216.7,17218.3,,,86
87,2022-04-19 14:50:00,NIFTY,NSE,,,,,17217.5,17225.55,17184.8,17185.1,,,87
88,2022-04-19 14:55:00,NIFTY,NSE,,,,,17185.55,17202.25,17159.45,17159.45,,,88
89,2022-04-19 15:00:00,NIFTY,NSE,,,,,17160.3,17164.15,17121.8,17129.6,,,89
90,2022-04-19 15:05:00,NIFTY,NSE,,,,,17126.9,17126.9,17021.6,17029.9,,,90
91,2022-04-19 15:10:00,NIFTY,NSE,,,,,17029.4,17042.05,16929.45,17003.95,,,91
92,2022-04-19 15:15:00,NIFTY,NSE,,,,,17006.6,17031.95,16960.55,16960.55,,,92
93,2022-04-19 15:20:00,NIFTY,NSE,,,,,16958.35,16969.9,16907.3,16918.8,,,93
94,2022-04-19 15:25:00,NIFTY,NSE,,,,,16919.75,16920.25,16865.25,16865.25,,,94
95,2022-04-19 15:30:00,NIFTY,NSE,,,,,16866.35,16869.15,16826.05,16868.9,,,95
96,2022-04-19 15:35:00,NIFTY,NSE,,,,,16868.9,16958.65,16868.9,16958.65,,,96
97,2022-04-19 15:40:00,NIFTY,NSE,,,,,16958.65,16958.65,16958.65,16958.65,,,97
98,2022-04-19 15:45:00,NIFTY,NSE,,,,,16958.65,16958.65,16958.65,16958.65,,,98
99,2022-04-19 15:50:00,NIFTY,NSE,,,,,16958.65,16958.65,16958.65,16958.65,,,99
100,2022-04-19 15:55:00,NIFTY,NSE,,,,,16958.65,16958.65,16958.65,16958.65,,,100
101,2022-04-19 16:00:00,NIFTY,NSE,,,,,16958.65,16958.65,16958.65,16958.65,,,101
102,2022-04-19 16:05:00,NIFTY,NSE,,,,,16958.65,16958.65,16958.65,16958.65,,,102
