date,expiry_date,time,stoploss,strike_price,actual_strike_price,call_start,call_stop,call_stop_time,put_start,put_stop,put_stop_time,net,net_gain,net_loss
02-06-2022,02-06-2022,09:57,0.05,35600,35631.25,158.45,16.25,2022-06-02 15:20:00,137.35,155.5,2022-06-02 10:01:00,124.04999999999998,124.04999999999998,
09-06-2022,09-06-2022,09:57,0.05,34700,34783.35,160.55,186.35,2022-06-09 10:25:00,76.0,83.5,2022-06-09 09:58:00,-33.29999999999998,,-33.29999999999998
16-06-2022,16-06-2022,09:57,0.05,33500,33582.1,173.3,182.6,2022-06-16 10:00:00,85.0,90.25,2022-06-16 10:17:00,-14.549999999999983,,-14.549999999999983
23-06-2022,23-06-2022,09:57,0.05,33300,33360.65,203.1,0.1,2022-06-23 15:20:00,123.05,135.4,2022-06-23 09:58:00,190.64999999999998,190.64999999999998,
30-06-2022,30-06-2022,09:57,0.05,33500,33548.3,201.4,0.1,2022-06-30 15:20:00,151.5,162.4,2022-06-30 09:58:00,190.4,190.4,
07-07-2022,07-07-2022,09:57,0.05,34500,34578.05,173.15,185.45,2022-07-07 10:01:00,103.1,0.15,2022-07-07 15:20:00,90.65,90.65,
14-07-2022,14-07-2022,09:57,0.05,35000,35004.35,140.75,0.1,2022-07-14 15:20:00,137.5,145.0,2022-07-14 10:07:00,133.15,133.15,
21-07-2022,21-07-2022,09:57,0.05,36100,36103.85,115.0,121.45,2022-07-21 10:09:00,129.85,141.45,2022-07-21 10:06:00,-18.049999999999997,,-18.049999999999997
28-07-2022,28-07-2022,09:57,0.05,37100,37179.3,172.0,183.5,2022-07-28 10:01:00,84.75,0.15,2022-07-28 15:20:00,73.1,73.1,
04-08-2022,04-08-2022,09:57,0.05,38100,38131.05,150.4,0.15,2022-08-04 15:20:00,102.35,112.35,2022-08-04 09:58:00,140.25,140.25,
11-08-2022,11-08-2022,09:57,0.05,38800,38804.45,133.65,145.35,2022-08-11 10:01:00,119.05,0.3,2022-08-11 15:20:00,107.05000000000001,107.05000000000001,
18-08-2022,18-08-2022,09:57,0.05,39500,39560.7,157.1,179.15,2022-08-18 09:58:00,89.0,100.15,2022-08-18 10:33:00,-33.20000000000002,,-33.20000000000002
25-08-2022,25-08-2022,09:57,0.05,39300,39331.3,141.95,157.9,2022-08-25 10:00:00,101.2,107.65,2022-08-25 10:12:00,-22.40000000000002,,-22.40000000000002
02-06-2022,02-06-2022,09:57,0.06,35600,35631.25,158.45,16.25,2022-06-02 15:20:00,137.35,155.5,2022-06-02 10:01:00,124.04999999999998,124.04999999999998,
09-06-2022,09-06-2022,09:57,0.06,34700,34783.35,160.55,186.35,2022-06-09 10:25:00,76.0,83.5,2022-06-09 09:58:00,-33.29999999999998,,-33.29999999999998
16-06-2022,16-06-2022,09:57,0.06,33500,33582.1,173.3,189.25,2022-06-16 10:08:00,85.0,90.25,2022-06-16 10:17:00,-21.19999999999999,,-21.19999999999999
23-06-2022,23-06-2022,09:57,0.06,33300,33360.65,203.1,0.1,2022-06-23 15:20:00,123.05,135.4,2022-06-23 09:58:00,190.64999999999998,190.64999999999998,
30-06-2022,30-06-2022,09:57,0.06,33500,33548.3,201.4,0.1,2022-06-30 15:20:00,151.5,162.4,2022-06-30 09:58:00,190.4,190.4,
07-07-2022,07-07-2022,09:57,0.06,34500,34578.05,173.15,185.45,2022-07-07 10:01:00,103.1,0.15,2022-07-07 15:20:00,90.65,90.65,
14-07-2022,14-07-2022,09:57,0.06,35000,35004.35,140.75,0.1,2022-07-14 15:20:00,137.5,147.65,2022-07-14 10:10:00,130.5,130.5,
21-07-2022,21-07-2022,09:57,0.06,36100,36103.85,115.0,124.2,2022-07-21 10:10:00,129.85,141.45,2022-07-21 10:06:00,-20.799999999999997,,-20.799999999999997
28-07-2022,28-07-2022,09:57,0.06,37100,37179.3,172.0,183.5,2022-07-28 10:01:00,84.75,0.15,2022-07-28 15:20:00,73.1,73.1,
