date,expiry_date,time,stoploss,strike_price,actual_strike_price,call_start,call_stop,call_stop_time,put_start,put_stop,put_stop_time,net,net_gain,net_loss
02-06-2022,02-06-2022,10:00,0.05,35700,35627.7,106.0,0.6,2022-06-02 15:20:00,201.1,215.5,2022-06-02 10:01:00,91.0,91.0,
09-06-2022,09-06-2022,10:00,0.05,34800,34764.3,85.9,94.2,2022-06-09 10:01:00,143.55,155.0,2022-06-09 10:11:00,-19.749999999999986,,-19.749999999999986
16-06-2022,16-06-2022,10:00,0.05,33600,33568.6,122.15,0.15,2022-06-16 15:20:00,117.75,125.7,2022-06-16 10:02:00,114.05,114.05,
23-06-2022,23-06-2022,10:00,0.05,33400,33356.85,120.95,136.8,2022-06-23 10:02:00,187.6,212.4,2022-06-23 11:36:00,-40.65000000000002,,-40.65000000000002
30-06-2022,30-06-2022,10:00,0.05,33600,33532.65,144.7,0.15,2022-06-30 15:20:00,205.5,222.7,2022-06-30 10:02:00,127.35,127.35,
07-07-2022,07-07-2022,10:00,0.05,34600,34590.55,122.55,137.5,2022-07-07 10:03:00,136.6,0.2,2022-07-07 15:20:00,121.45,121.45,
14-07-2022,14-07-2022,10:00,0.05,35000,34994.25,136.4,0.1,2022-07-14 15:20:00,139.5,147.65,2022-07-14 10:10:00,128.15,128.15,
21-07-2022,21-07-2022,10:00,0.05,36200,36102.95,75.85,81.85,2022-07-21 10:11:00,188.55,203.6,2022-07-21 10:06:00,-21.049999999999983,,-21.049999999999983
28-07-2022,28-07-2022,10:00,0.05,37200,37186.3,119.05,130.45,2022-07-28 10:02:00,120.55,0.15,2022-07-28 15:20:00,109.0,109.0,
04-08-2022,04-08-2022,10:00,0.05,38200,38121.95,91.85,0.1,2022-08-04 15:20:00,163.45,187.0,2022-08-04 10:09:00,68.19999999999999,68.19999999999999,
11-08-2022,11-08-2022,10:00,0.05,38900,38820.85,83.2,93.7,2022-08-11 10:01:00,171.85,18.55,2022-08-11 15:20:00,142.79999999999998,142.79999999999998,
18-08-2022,18-08-2022,10:00,0.05,39600,39585.45,117.75,127.7,2022-08-18 10:02:00,116.7,129.3,2022-08-18 10:28:00,-22.55000000000001,,-22.55000000000001
