date,expiry_date,time,stoploss,strike_price,actual_strike_price,call_start,call_stop,call_stop_time,put_start,put_stop,put_stop_time,net,net_gain,net_loss
02-06-2022,02-06-2022,10:19,0.05,35500,35589.05,181.15,199.05,2022-06-02 10:33:00,115.7,123.4,2022-06-02 10:21:00,-25.60000000000001,,-25.60000000000001
09-06-2022,09-06-2022,10:19,0.05,34600,34699.5,171.85,187.8,2022-06-09 10:20:00,65.7,0.15,2022-06-09 15:20:00,49.59999999999998,49.59999999999998,
16-06-2022,16-06-2022,10:19,0.05,33500,33562.65,174.85,0.15,2022-06-16 15:20:00,85.4,93.2,2022-06-16 10:21:00,166.89999999999998,166.89999999999998,
23-06-2022,23-06-2022,10:19,0.05,33400,33406.95,136.7,147.15,2022-06-23 10:26:00,145.05,153.3,2022-06-23 10:23:00,-18.700000000000017,,-18.700000000000017
30-06-2022,30-06-2022,10:19,0.05,33300,33369.0,201.55,213.5,2022-06-30 10:21:00,139.75,0.1,2022-06-30 15:20:00,127.70000000000002,127.70000000000002,
07-07-2022,07-07-2022,10:19,0.05,34600,34625.05,133.25,141.6,2022-07-07 10:24:00,123.2,0.2,2022-07-07 15:20:00,114.65,114.65,
14-07-2022,14-07-2022,10:19,0.05,34900,34932.9,161.6,0.1,2022-07-14 15:20:00,101.9,107.55,2022-07-14 10:20:00,155.85000000000002,155.85000000000002,
21-07-2022,21-07-2022,10:19,0.05,36100,36132.6,119.25,126.2,2022-07-21 11:18:00,115.25,121.1,2022-07-21 10:21:00,-12.799999999999997,,-12.799999999999997
28-07-2022,28-07-2022,10:19,0.05,37200,37251.05,143.8,152.15,2022-07-28 10:25:00,88.8,0.15,2022-07-28 15:20:00,80.3,80.3,
04-08-2022,04-08-2022,10:19,0.05,38000,38077.6,180.55,0.2,2022-08-04 15:20:00,83.7,89.1,2022-08-04 10:21:00,174.95000000000005,174.95000000000005,
11-08-2022,11-08-2022,10:19,0.05,38800,38848.5,135.25,153.2,2022-08-11 10:30:00,106.3,0.3,2022-08-11 15:20:00,88.05000000000001,88.05000000000001,
18-08-2022,18-08-2022,10:19,0.05,39500,39573.6,161.6,146.35,2022-08-18 15:20:00,72.9,78.85,2022-08-18 10:27:00,9.300000000000011,9.300000000000011,
25-08-2022,25-08-2022,10:19,0.05,39200,39298.2,167.8,202.65,2022-08-25 10:20:00,82.85,116.0,2022-08-25 11:24:00,-68.0,,-68.0
02-06-2022,02-06-2022,10:19,0.06,35500,35589.05,181.15,199.05,2022-06-02 10:33:00,115.7,123.4,2022-06-02 10:21:00,-25.60000000000001,,-25.60000000000001
09-06-2022,09-06-2022,10:19,0.06,34600,34699.5,171.85,187.8,2022-06-09 10:20:00,65.7,0.15,2022-06-09 15:20:00,49.59999999999998,49.59999999999998,
16-06-2022,16-06-2022,10:19,0.06,33500,33562.65,174.85,0.15,2022-06-16 15:20:00,85.4,93.2,2022-06-16 10:21:00,166.89999999999998,166.89999999999998,
23-06-2022,23-06-2022,10:19,0.06,33400,33406.95,136.7,147.15,2022-06-23 10:26:00,145.05,159.25,2022-06-23 10:43:00,-24.650000000000006,,-24.650000000000006
30-06-2022,30-06-2022,10:19,0.06,33300,33369.0,201.55,219.55,2022-06-30 10:22:00,139.75,0.1,2022-06-30 15:20:00,121.65,121.65,
07-07-2022,07-07-2022,10:19,0.06,34600,34625.05,133.25,141.6,2022-07-07 10:24:00,123.2,0.2,2022-07-07 15:20:00,114.65,114.65,
14-07-2022,14-07-2022,10:19,0.06,34900,34932.9,161.6,0.1,2022-07-14 15:20:00,101.9,118.85,2022-07-14 10:21:00,144.55,144.55,
21-07-2022,21-07-2022,10:19,0.06,36100,36132.6,119.25,131.6,2022-07-21 11:19:00,115.25,123.4,2022-07-21 10:25:00,-20.5,,-20.5
28-07-2022,28-07-2022,10:19,0.06,37200,37251.05,143.8,158.25,2022-07-28 10:26:00,88.8,0.15,2022-07-28 15:20:00,74.2,74.2,
04-08-2022,04-08-2022,10:19,0.06,38000,38077.6,180.55,0.2,2022-08-04 15:20:00,83.7,89.1,2022-08-04 10:21:00,174.95000000000005,174.95000000000005,
11-08-2022,11-08-2022,10:19,0.06,38800,38848.5,135.25,153.2,2022-08-11 10:30:00,106.3,0.3,2022-08-11 15:20:00,88.05000000000001,88.05000000000001,
18-08-2022,18-08-2022,10:19,0.06,39500,39573.6,161.6,146.35,2022-08-18 15:20:00,72.9,78.85,2022-08-18 10:27:00,9.300000000000011,9.300000000000011,
25-08-2022,25-08-2022,10:19,0.06,39200,39298.2,167.8,202.65,2022-08-25 10:20:00,82.85,116.0,2022-08-25 11:24:00,-68.0,,-68.0
02-06-2022,02-06-2022,10:19,0.07,35500,35589.05,181.15,199.05,2022-06-02 10:33:00,115.7,130.0,2022-06-02 10:25:00,-32.2,,-32.2
09-06-2022,09-06-2022,10:19,0.07,34600,34699.5,171.85,187.8,2022-06-09 10:20:00,65.7,0.15,2022-06-09 15:20:00,49.59999999999998,49.59999999999998,
16-06-2022,16-06-2022,10:19,0.07,33500,33562.65,174.85,0.15,2022-06-16 15:20:00,85.4,93.2,2022-06-16 10:21:00,166.89999999999998,166.89999999999998,
23-06-2022,23-06-2022,10:19,0.07,33400,33406.95,136.7,147.15,2022-06-23 10:26:00,145.05,159.25,2022-06-23 10:43:00,-24.650000000000006,,-24.650000000000006
30-06-2022,30-06-2022,10:19,0.07,33300,33369.0,201.55,219.55,2022-06-30 10:22:00,139.75,0.1,2022-06-30 15:20:00,121.65,121.65,
07-07-2022,07-07-2022,10:19,0.07,34600,34625.05,133.25,148.85,2022-07-07 10:25:00,123.2,0.2,2022-07-07 15:20:00,107.4,107.4,
14-07-2022,14-07-2022,10:19,0.07,34900,34932.9,161.6,0.1,2022-07-14 15:20:00,101.9,118.85,2022-07-14 10:21:00,144.55,144.55,
21-07-2022,21-07-2022,10:19,0.07,36100,36132.6,119.25,131.6,2022-07-21 11:19:00,115.25,123.4,2022-07-21 10:25:00,-20.5,,-20.5
28-07-2022,28-07-2022,10:19,0.07,37200,37251.05,143.8,158.25,2022-07-28 10:26:00,88.8,0.15,2022-07-28 15:20:00,74.2,74.2,
