date,expiry_date,time,stoploss,strike_price,actual_strike_price,call_start,call_stop,call_stop_time,put_start,put_stop,put_stop_time,net,net_gain,net_loss
06-06-2019,06-06-2019,11:05,0.2,31400,31427.55,147.0,0.25,2019-06-06 15:20:00,81.8,100.75,2019-06-06 11:19:00,127.8,127.8,
13-06-2019,13-06-2019,11:05,0.2,30700,30703.2,72.3,94.3,2019-06-13 13:09:00,75.7,0.1,2019-06-13 15:20:00,53.60000000000001,53.60000000000001,
20-06-2019,20-06-2019,11:05,0.2,30500,30509.65,77.35,94.65,2019-06-20 12:38:00,65.85,81.25,2019-06-20 11:27:00,-32.70000000000002,,-32.70000000000002
27-06-2019,27-06-2019,11:05,0.2,31300,31356.65,103.3,128.05,2019-06-27 11:50:00,80.7,99.55,2019-06-27 14:08:00,-43.60000000000001,,-43.60000000000001
04-07-2019,04-07-2019,11:05,0.2,31500,31581.5,122.6,0.25,2019-07-04 15:20:00,47.35,57.6,2019-07-04 11:24:00,112.1,112.1,
11-07-2019,11-07-2019,11:05,0.2,30600,30607.5,81.2,103.6,2019-07-11 12:07:00,57.45,0.15,2019-07-11 15:20:00,34.90000000000001,34.90000000000001,
18-07-2019,18-07-2019,11:05,0.2,30600,30666.2,98.0,0.05,2019-07-18 15:20:00,32.6,39.45,2019-07-18 11:12:00,91.1,91.1,
25-07-2019,25-07-2019,11:05,0.2,29100,29149.8,107.15,0.1,2019-07-25 15:20:00,52.2,70.75,2019-07-25 11:55:00,88.50000000000001,88.50000000000001,
01-08-2019,01-08-2019,11:05,0.2,28500,28517.6,102.8,126.1,2019-08-01 11:17:00,62.5,76.05,2019-08-01 12:07:00,-36.849999999999994,,-36.849999999999994
08-08-2019,08-08-2019,11:05,0.2,27600,27649.05,114.5,145.35,2019-08-08 12:17:00,94.6,113.7,2019-08-08 11:32:00,-49.95,,-49.95
